"","id","label","value"
"599","v161151x","5. A little strongly feel that voting is a choice","5"
"664","v161151x","6. Moderately strongly feel that voting is a choice","6"
"751","v161151x","7. Very strongly feel that voting is a choice","7"
"821","v161151x","-1. INAP, -8,-9 in V161150a or V161150b/ -8,-9 in V161151a or V161151b","-1"
"1196","v161152","1. Weaker","1"
"2166","v161152","2. Stayed about the same","2"
"3162","v161152","3. Stronger","3"
"4145","v161152","-9. Refused","-9"
"5100","v161152","-8. Don't know (FTF only)","-8"
"1197","v161153","1. Agree","1"
"2167","v161153","2. Disagree","2"
"3163","v161153","-9. Refused","-9"
"4146","v161153","-8. Don't know (FTF only)","-8"
"1198","v161154","1. Extremely willing","1"
"2168","v161154","2. Very willing","2"
"3164","v161154","3. Moderately willing","3"
"4147","v161154","4. A little willing","4"
"5101","v161154","5. Not at all willing","5"
"665","v161154","-9. Refused","-9"
"752","v161154","-8. Don't know (FTF only)","-8"
"1199","v161155","0. No preference (FTF ONLY)","0"
"2169","v161155","1. Democrat","1"
"3165","v161155","2. Republican","2"
"4148","v161155","3. Independent","3"
"5102","v161155","5. Other party SPECIFY","5"
"666","v161155","-9. Refused","-9"
"753","v161155","-8. Don't know (FTF only)","-8"
"1200","v161155a","4. Other specify given as: Democrat","4"
"2170","v161155a","5. Other party SPECIFY","5"
"3166","v161155a","6. Other specify given as: no preference/neither/none","6"
"4149","v161155a","7. Other specify given as: DK","7"
"5103","v161155a","8. Other Specify- no specification given (WEB)/ specif is RF (WEB: 2 cases)","8"
"667","v161155a","-1. INAP, 0,1,2,3,-8,-9 in V161155","-1"
"1201","v161156","1. Strong","1"
"2171","v161156","2. Not very strong","2"
"3167","v161156","-9. Refused","-9"
"4150","v161156","-8. Don't know (FTF only)","-8"
"5104","v161156","-1. INAP, 0,3,5,-8,-9 in V161155","-1"
"1202","v161157","1. Closer to Republican","1"
"2172","v161157","2. Neither","2"
"3168","v161157","3. Closer to Democratic","3"
"4151","v161157","-9. Refused","-9"
"5105","v161157","-8. Don't know (FTF only)","-8"
"668","v161157","-1. INAP, 1,2 in V161155/ -9 in V161155 (FTF ONLY)","-1"
"1203","v161158x","1. Strong Democrat","1"
"2173","v161158x","2. Not very strong Democract","2"
"3169","v161158x","3. Independent-Democrat","3"
"4152","v161158x","4. Independent","4"
"5106","v161158x","5. Independent-Republican","5"
"669","v161158x","6. Not very strong Republican","6"
"754","v161158x","7. Strong Republican","7"
"822","v161158x","-9. RF (-9) in V161155 (FTF only)/ -9 in V161156 or V161157","-9"
"917","v161158x","-8. DK (-8) in V161156 or V161157 (FTF only)","-8"
"1204","v161159","1. Extremely well","1"
"2174","v161159","2. Very well","2"
"3170","v161159","3. Moderately well","3"
"4153","v161159","4. Slightly well","4"
"5107","v161159","5. Not well at all","5"
"670","v161159","-9. Refused","-9"
"755","v161159","-8. Don't know (FTF only)","-8"
"1205","v161160","1. Extremely well","1"
"2175","v161160","2. Very well","2"
"3171","v161160","3. Moderately well","3"
"4154","v161160","4. Slightly well","4"
"5108","v161160","5. Not well at all","5"
"671","v161160","-9. Refused","-9"
"756","v161160","-8. Don't know (FTF only)","-8"
"1206","v161161","1. Extremely well","1"
"2176","v161161","2. Very well","2"
"3172","v161161","3. Moderately well","3"
"4155","v161161","4. Slightly well","4"
"5109","v161161","5. Not well at all","5"
"672","v161161","-9. Refused","-9"
"757","v161161","-8. Don't know (FTF only)","-8"
"1207","v161162","1. Extremely well","1"
"2177","v161162","2. Very well","2"
"3173","v161162","3. Moderately well","3"
"4156","v161162","4. Slightly well","4"
"5110","v161162","5. Not well at all","5"
"673","v161162","-9. Refused","-9"
"758","v161162","-8. Don't know (FTF only)","-8"
"1208","v161163","1. Extremely well","1"
"2178","v161163","2. Very well","2"
"3174","v161163","3. Moderately well","3"
"4157","v161163","4. Slightly well","4"
"5111","v161163","5. Not well at all","5"
"674","v161163","-9. Refused","-9"
"759","v161163","-8. Don't know (FTF only)","-8"
"1209","v161164","1. Extremely well","1"
"2179","v161164","2. Very well","2"
"3175","v161164","3. Moderately well","3"
"4158","v161164","4. Slightly well","4"
"5112","v161164","5. Not well at all","5"
"675","v161164","-9. Refused","-9"
"760","v161164","-8. Don't know (FTF only)","-8"
"1211","v161165","1. Extremely well","1"
"2180","v161165","2. Very well","2"
"3176","v161165","3. Moderately well","3"
"4159","v161165","4. Slightly well","4"
"5113","v161165","5. Not well at all","5"
"676","v161165","-9. Refused","-9"
"761","v161165","-8. Don't know (FTF only)","-8"
"1212","v161166","1. Extremely well","1"
"2181","v161166","2. Very well","2"
"3177","v161166","3. Moderately well","3"
"4160","v161166","4. Slightly well","4"
"5114","v161166","5. Not well at all","5"
"677","v161166","-9. Refused","-9"
"762","v161166","-8. Don't know (FTF only)","-8"
"1213","v161167","1. Extremely well","1"
"2182","v161167","2. Very well","2"
"3178","v161167","3. Moderately well","3"
"4161","v161167","4. Slightly well","4"
"5115","v161167","5. Not well at all","5"
"678","v161167","-9. Refused","-9"
"763","v161167","-8. Don't know (FTF only)","-8"
"1214","v161168","1. Extremely well","1"
"2183","v161168","2. Very well","2"
"3179","v161168","3. Moderately well","3"
"4162","v161168","4. Slightly well","4"
"5116","v161168","5. Not well at all","5"
"679","v161168","-9. Refused","-9"
"764","v161168","-8. Don't know (FTF only)","-8"
"1215","v161169","1. Extremely well","1"
"2184","v161169","2. Very well","2"
"3180","v161169","3. Moderately well","3"
"4163","v161169","4. Slightly well","4"
"5117","v161169","5. Not well at all","5"
"680","v161169","-9. Refused","-9"
"765","v161169","-8. Don't know (FTF only)","-8"
"1216","v161170","1. Extremely well","1"
"2185","v161170","2. Very well","2"
"3181","v161170","3. Moderately well","3"
"4164","v161170","4. Slightly well","4"
"5118","v161170","5. Not well at all","5"
"681","v161170","-9. Refused","-9"
"766","v161170","-8. Don't know (FTF only)","-8"
"1217","v161171","1. Compromises to get things done","1"
"2186","v161171","2. Sticks to his or her principles no matter what","2"
"3182","v161171","-9. Refused","-9"
"4165","v161171","-8. Don't know (FTF only)","-8"
"1218","v161172","1. Entirely by voters","1"
"2187","v161172","2. Mostly by voters with some say from party leaders","2"
"3183","v161172","3. Equally by voters and party leaders","3"
"4166","v161172","4. Mostly by party leaders with some say from voters","4"
"5119","v161172","5. Entirely by party leaders","5"
"682","v161172","-9. Refused","-9"
"767","v161172","-8. Don't know (FTF only)","-8"
"1219","v161173","1. Adequate job","1"
"2188","v161173","2. Such a poor job that a third major party is needed","2"
"3184","v161173","-9. Refused","-9"
"4167","v161173","-8. Don't know (FTF only)","-8"
"1220","v161174","1. A great deal","1"
"2189","v161174","2. A lot","2"
"3185","v161174","3. A moderate amount","3"
"4168","v161174","4. A little","4"
"5120","v161174","5. Not at all","5"
"683","v161174","-9. Refused","-9"
"768","v161174","-8. Don't know (FTF only)","-8"
"1221","v161175","1. A great deal","1"
"2190","v161175","2. A lot","2"
"3186","v161175","3. A moderate amount","3"
"4169","v161175","4. A little","4"
"5121","v161175","5. Not at all","5"
"684","v161175","-9. Refused","-9"
"769","v161175","-8. Don't know (FTF only)","-8"
"1222","v161176","1. A great deal","1"
"2191","v161176","2. A lot","2"
"3187","v161176","3. A moderate amount","3"
"4170","v161176","4. A little","4"
"5122","v161176","5. Not at all","5"
"685","v161176","-9. Refused","-9"
"770","v161176","-8. Don't know (FTF only)","-8"
"1223","v161177","1. Hold a vote on whether to confirm Merrick Garland","1"
"2192","v161177","2. Wait until next year for the new President to nominate someone","2"
"3188","v161177","-9. Refused","-9"
"4171","v161177","-8. Don't know (FTF only)","-8"
"1224","v161178","1. Govt should provide many fewer services","1"
"771","v161178","7. Govt should provide many more services","7"
"823","v161178","99. Haven't thought much about this (FTF: DO NOT PROBE)","99"
"918","v161178","-9. Refused","-9"
"1012","v161178","-8. Don't know (FTF only)","-8"
"1225","v161179","1. Govt should provide many fewer services","1"
"772","v161179","7. Govt should provide many more services","7"
"824","v161179","-9. Refused","-9"
"919","v161179","-8. Don't know (FTF only)","-8"
"1226","v161180","1. Govt should provide many fewer services","1"
"773","v161180","7. Govt should provide many more services","7"
"825","v161180","-9. Refused","-9"
"920","v161180","-8. Don't know (FTF only)","-8"
"1227","v161181","1. Govt should decrease defense spending","1"
"774","v161181","7. Govt should increase defense spending","7"
"826","v161181","99. Haven't thought much about this (FTF: DO NOT PROBE)","99"
"921","v161181","-9. Refused","-9"
"1013","v161181","-8. Don't know (FTF only)","-8"
"1228","v161182","1. Govt should decrease defense spending","1"
"775","v161182","7. Govt should increase defense spending","7"
"827","v161182","-9. Refused","-9"
"922","v161182","-8. Don't know (FTF only)","-8"
"1229","v161183","1. Govt should decrease defense spending","1"
"776","v161183","7. Govt should increase defense spending","7"
"828","v161183","-9. Refused","-9"
"923","v161183","-8. Don't know (FTF only)","-8"
"1230","v161184","1. Govt insurance plan","1"
"777","v161184","7. Private insurance plan","7"
"829","v161184","99. Haven't thought much about this (FTF: DO NOT PROBE)","99"
"924","v161184","-9. Refused","-9"
"1014","v161184","-8. Don't know (FTF only)","-8"
"1231","v161185","1. Govt insurance plan","1"
"778","v161185","7. Private insurance plan","7"
"830","v161185","-9. Refused","-9"
"925","v161185","-8. Don't know (FTF only)","-8"
"1232","v161186","1. Govt insurance plan","1"
"779","v161186","7. Private insurance plan","7"
"831","v161186","-9. Refused","-9"
"926","v161186","-8. Don't know (FTF only)","-8"
"1233","v161187","1. More difficult","1"
"2193","v161187","2. Easier","2"
"3189","v161187","3. Keep these rules about the same","3"
"4172","v161187","-9. Refused","-9"
"5123","v161187","-8. Don't know (FTF only)","-8"
"1234","v161188","1. Extremely important","1"
"2194","v161188","2. Very important","2"
"3190","v161188","3. Somewhat important","3"
"4173","v161188","4. Not too important","4"
"5124","v161188","5. Not important at all","5"
"686","v161188","-9. Refused","-9"
"780","v161188","-8. Don't know (FTF only)","-8"
"1235","v161189","1. Govt should see to jobs and standard of living","1"
"781","v161189","7. Govt should let each person get ahead on own","7"
"832","v161189","99. Haven't thought much about this (FTF: DO NOT PROBE)","99"
"927","v161189","-9. Refused","-9"
"1015","v161189","-8. Don't know (FTF only)","-8"
"1236","v161190","1. Govt should see to jobs and standard of living","1"
"782","v161190","7. Govt should let each person get ahead on own","7"
"833","v161190","-9. Refused","-9"
"928","v161190","-8. Don't know (FTF only)","-8"
"1237","v161191","1. Govt should see to jobs and standard of living","1"
"783","v161191","7. Govt should let each person get ahead on own","7"
"834","v161191","-9. Refused","-9"
"929","v161191","-8. Don't know (FTF only)","-8"
"1238","v161192","1. Make all unauthorized immigrants felons and send them back to their home country.","1"
"2195","v161192","2. Have a guest worker program in order to work","2"
"3191","v161192","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","3"
"4174","v161192","4. Allow to remain and eventually qualify for U.S. citizenship without penalties.","4"
"5125","v161192","-9. Refused","-9"
"687","v161192","-8. Don't know (FTF only)","-8"
"1239","v161193","1. Favor","1"
"2196","v161193","2. Oppose","2"
"3192","v161193","3. Neither favor nor oppose","3"
"4175","v161193","-9. Refused","-9"
"5126","v161193","-8. Don't know (FTF only)","-8"
"1240","v161193a","1. A great deal","1"
"2197","v161193a","2. A moderate amount","2"
"3193","v161193a","3. A little","3"
"4176","v161193a","-9. Refused","-9"
"5127","v161193a","-8. Don't know (FTF only)","-8"
"688","v161193a","-1. INAP, 3,-8,-9 in V161193","-1"
"1241","v161194x","1. Favor a great deal","1"
"2198","v161194x","2. Favor a moderate amount","2"
"3194","v161194x","3. Favor a little","3"
"4177","v161194x","4. Neither favor nor oppose","4"
"5128","v161194x","5. Oppose a little","5"
"689","v161194x","6. Oppose a moderate amount","6"
"784","v161194x","7. Oppose a great deal","7"
"835","v161194x","-9. RF (-9) in V161193 or V161193a","-9"
"930","v161194x","-8. DK (-8) in V161193 or V161193a (FTF only)","-8"
"1242","v161195","1. Should be sent back where they came from","1"
"2199","v161195","2. Should be allowed to live and work in the U.S.","2"
"3195","v161195","-9. Refused","-9"
"4178","v161195","-8. Don't know (FTF only)","-8"
"1243","v161195a","1. A great deal","1"
"2200","v161195a","2. A moderate amount","2"
"3196","v161195a","3. A little","3"
"4179","v161195a","-9. Refused","-9"
"5129","v161195a","-8. Don't know (FTF only)","-8"
"690","v161195a","-1. INAP, -8,-9 in V161195","-1"
"1244","v161195x","1. Should send back - favor a great deal","1"
"2201","v161195x","2. Should send back - favor a moderate amount","2"
"3197","v161195x","3. Should send back - favor a little","3"
"4180","v161195x","4. Should allow to stay - favor a little","4"
"5130","v161195x","5. Should allow to stay - favor a moderate amount","5"
"691","v161195x","6. Should allow to stay - favor a great deal","6"
"785","v161195x","-9. RF (-9) in V161193 or V161193a","-9"
"836","v161195x","-8. DK (-8) in V161193 or V161193a (FTF only)","-8"
"1245","v161196","1. Favor","1"
"2202","v161196","2. Oppose","2"
"3198","v161196","3. Neither favor nor oppose","3"
"4181","v161196","-9. Refused","-9"
"5131","v161196","-8. Don't know (FTF only)","-8"
"1246","v161196a","1. A great deal","1"
"2203","v161196a","2. A moderate amount","2"
"3199","v161196a","3. A little","3"
"4182","v161196a","-9. Refused","-9"
"5132","v161196a","-8. Don't know (FTF only)","-8"
"692","v161196a","-1. INAP, 3,-8,-9 in V161196","-1"
"1247","v161196x","1. Favor a great deal","1"
"2204","v161196x","2. Favor a moderate amount","2"
"3200","v161196x","3. Favor a little","3"
"4183","v161196x","4. Neither favor nor oppose","4"
"5133","v161196x","5. Oppose a little","5"
"693","v161196x","6. Oppose a moderate amount","6"
"786","v161196x","7. Oppose a great deal","7"
"837","v161196x","-9. RF (-9) in V161196 or V161196a","-9"
"931","v161196x","-8. DK (-8) in V161196 or V161196a (FTF only)","-8"
"1248","v161197","1. Very important","1"
"2205","v161197","2. Somewhat important","2"
"3201","v161197","3. Not very important","3"
"4184","v161197","4. Not at all important","4"
"5134","v161197","-9. Refused","-9"
"1249","v161198","1. Govt should help Blacks","1"
"787","v161198","7. Blacks should help themselves","7"
"838","v161198","99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","99"
"932","v161198","-9. Refused","-9"
"1016","v161198","-8. Don't know (FTF only)","-8"
"1250","v161199","1. Govt should help Blacks","1"
"788","v161199","7. Blacks should help themselves","7"
"839","v161199","-9. Refused","-9"
"933","v161199","-8. Don't know (FTF only)","-8"
"1251","v161200","1. Govt should help Blacks","1"
"789","v161200","7. Blacks should help themselves","7"
"840","v161200","-9. Refused","-9"
"934","v161200","-8. Don't know (FTF only)","-8"
"1252","v161201","1. Regulate business to protect the environment and create jobs","1"
"790","v161201","7. No regulation because it will not work and will cost jobs","7"
"841","v161201","99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","99"
"935","v161201","-9. Refused","-9"
"1017","v161201","-8. Don't know (FTF only)","-8"
"1253","v161202","1. Regulate business to protect the environment and create jobs","1"
"791","v161202","7. No regulation because it will not work and will cost jobs","7"
"842","v161202","-9. Refused","-9"
"936","v161202","-8. Don't know (FTF only)","-8"
"1254","v161203","1. Regulate business to protect the environment and create jobs","1"
"792","v161203","7. No regulation because it will not work and will cost jobs","7"
"843","v161203","-9. Refused","-9"
"937","v161203","-8. Don't know (FTF only)","-8"
"1255","v161204","1. Favor","1"
"2206","v161204","2. Oppose","2"
"3202","v161204","3. Neither favor nor oppose","3"
"4185","v161204","-9. Refused","-9"
"5135","v161204","-8. Don't know (FTF only)","-8"
"1256","v161204a","1. A great deal","1"
"2207","v161204a","2. A moderate amount","2"
"3203","v161204a","3. A little","3"
"4186","v161204a","-9. Refused","-9"
"5136","v161204a","-8. Don't know (FTF only)","-8"
"694","v161204a","-1. INAP, 2,3,-8,-9 in V161204","-1"
"1257","v161204b","1. A great deal","1"
"2208","v161204b","2. A moderate amount","2"
"3204","v161204b","3. A little","3"
"4187","v161204b","-1. INAP, 1,3,-8,-9 in V161204","-1"
"1258","v161204x","1. Favor a great deal","1"
"2209","v161204x","2. Favor a moderate amount","2"
"3205","v161204x","3. Favor a little","3"
"4188","v161204x","4. Neither favor nor oppose","4"
"5137","v161204x","5. Oppose a little","5"
"695","v161204x","6. Oppose a moderate amount","6"
"793","v161204x","7. Oppose a great deal","7"
"844","v161204x","-9. RF (-9) in V161204, V161204a or V161204b","-9"
"938","v161204x","-8. DK (-8) in V161204, V161204a or V161196b (FTF only)","-8"
"1259","v161205","1. Increased","1"
"2210","v161205","2. Decreased","2"
"3206","v161205","3. Kept the same","3"
"4189","v161205","-9. Refused","-9"
"5138","v161205","-8. Don't know (FTF only)","-8"
"1260","v161206","1. Increased","1"
"2211","v161206","2. Decreased","2"
"3207","v161206","3. Kept the same","3"
"4190","v161206","-9. Refused","-9"
"5139","v161206","-8. Don't know (FTF only)","-8"
"1261","v161207","1. Increased","1"
"2212","v161207","2. Decreased","2"
"3208","v161207","3. Kept the same","3"
"4191","v161207","-9. Refused","-9"
"5140","v161207","-8. Don't know (FTF only)","-8"
"1262","v161208","1. Increased","1"
"2213","v161208","2. Decreased","2"
"3209","v161208","3. Kept the same","3"
"4192","v161208","-9. Refused","-9"
"5141","v161208","-8. Don't know (FTF only)","-8"
"1263","v161209","1. Increased","1"
"2214","v161209","2. Decreased","2"
"3210","v161209","3. Kept the same","3"
"4193","v161209","-9. Refused","-9"
"5142","v161209","-8. Don't know (FTF only)","-8"
"1264","v161210","1. Increased","1"
"2215","v161210","2. Decreased","2"
"3211","v161210","3. Kept the same","3"
"4194","v161210","-9. Refused","-9"
"5143","v161210","-8. Don't know (FTF only)","-8"
"1265","v161211","1. Increased","1"
"2216","v161211","2. Decreased","2"
"3212","v161211","3. Kept the same","3"
"4195","v161211","-9. Refused","-9"
"5144","v161211","-8. Don't know (FTF only)","-8"
"1266","v161212","1. Increased","1"
"2217","v161212","2. Decreased","2"
"3213","v161212","3. Kept the same","3"
"4196","v161212","-9. Refused","-9"
"5145","v161212","-8. Don't know (FTF only)","-8"
"1267","v161213","1. Favor","1"
"2218","v161213","2. Oppose","2"
"3214","v161213","3. Neither favor nor oppose","3"
"4197","v161213","-9. Refused","-9"
"5146","v161213","-8. Don't know (FTF only)","-8"
"1268","v161213a","1. A great deal","1"
"2219","v161213a","2. A moderate amount","2"
"3215","v161213a","3. A little","3"
"4198","v161213a","-9. Refused","-9"
"5147","v161213a","-1. INAP, 3,-8,-9 in V161213","-1"
"1269","v161213x","1. Favor a great deal","1"
"2220","v161213x","2. Favor a moderate amount","2"
"3216","v161213x","3. Favor a little","3"
"4199","v161213x","4. Neither favor nor oppose","4"
"5148","v161213x","5. Oppose a little","5"
"696","v161213x","6. Oppose a moderate amount","6"
"794","v161213x","7. Oppose a great deal","7"
"845","v161213x","-9. RF (-9) in V161213 or V161213a","-9"
"939","v161213x","-8. DK (-8) in V161213 or V161213a (FTF only)","-8"
"1270","v161214","1. Favor","1"
"2221","v161214","2. Oppose","2"
"3217","v161214","3. Neither favor nor oppose","3"
"4200","v161214","-9. Refused","-9"
"5149","v161214","-8. Don't know (FTF only)","-8"
"1271","v161214a","1. A great deal","1"
"2222","v161214a","2. A moderate amount","2"
"3218","v161214a","3. A little","3"
"4201","v161214a","-1. INAP, 3,-8,-9 in V161214","-1"
"1272","v161214x","1. Favor a great deal","1"
"2223","v161214x","2. Favor a moderate amount","2"
"3219","v161214x","3. Favor a little","3"
"4202","v161214x","4. Neither favor nor oppose","4"
"5150","v161214x","5. Oppose a little","5"
"697","v161214x","6. Oppose a moderate amount","6"
"795","v161214x","7. Oppose a great deal","7"
"846","v161214x","-9. RF (-9) in V161214 or V161214a","-9"
"940","v161214x","-8. DK (-8) in V161214 or V161214a (FTF only)","-8"
"1273","v161215","1. Always","1"
"2224","v161215","2. Most of the time","2"
"3220","v161215","3. About half the time","3"
"4203","v161215","4. Some of the time","4"
"5151","v161215","5. Never","5"
"698","v161215","-9. Refused","-9"
"796","v161215","-8. Don't know (FTF only)","-8"
"1274","v161216","1. Run by a few big interests","1"
"2225","v161216","2. For the benefit of all the people","2"
"3221","v161216","-9. Refused","-9"
"4204","v161216","-8. Don't know (FTF only)","-8"
"1275","v161217","1. Waste a lot","1"
"2226","v161217","2. Waste some","2"
"3222","v161217","3. Don't waste very much","3"
"4205","v161217","-9. Refused","-9"
"5152","v161217","-8. Don't know (FTF only)","-8"
"1276","v161218","1. All","1"
"2227","v161218","2. Most","2"
"3223","v161218","3. About half","3"
"4206","v161218","4. A few","4"
"5153","v161218","5. None","5"
"699","v161218","-9. Refused","-9"
"797","v161218","-8. Don't know (FTF only)","-8"
"1277","v161219","1. Always","1"
"2228","v161219","2. Most of the time","2"
"3224","v161219","3. About half the time","3"
"4207","v161219","4. Some of the time","4"
"5154","v161219","5. Never","5"
"6100","v161219","-9. Refused","-9"
"798","v161219","-8. Don't know (FTF only)","-8"
"1278","v161220","1. A good deal","1"
"2229","v161220","2. Some","2"
"3225","v161220","3. Not much","3"
"4208","v161220","-9. Refused","-9"
"5155","v161220","-8. Don't know (FTF only)","-8"
"1279","v161221","1. Has probably been happening","1"
"2230","v161221","2. Probably hasn't been happening","2"
"3226","v161221","-9. Refused","-9"
"4209","v161221","-8. Don't know (FTF only)","-8"
"1280","v161222","1. Mostly by human activity","1"
"2231","v161222","2. Mostly by natural causes","2"
"3227","v161222","3. About equally by human activity and natural causes","3"
"4210","v161222","-9. Refused","-9"
"5156","v161222","-8. Don't know (FTF only)","-8"
"1281","v161223","1. Favor","1"
"2232","v161223","2. Oppose","2"
"3228","v161223","3. Neither favor nor oppose","3"
"4211","v161223","-9. Refused","-9"
"5157","v161223","-8. Don't know (FTF only)","-8"
"1282","v161224","1. Should be doing more","1"
"2233","v161224","2. Should be doing less","2"
"3229","v161224","3. Is currently doing the right amount","3"
"4212","v161224","-9. Refused","-9"
"5158","v161224","-8. Don't know (FTF only)","-8"
"1283","v161224a","1. Great deal","1"
"2234","v161224a","2. A moderate amount","2"
"3230","v161224a","3. A little","3"
"4213","v161224a","-9. Refused","-9"
"5159","v161224a","-1. INAP, 3,-8,-9 in V161224","-1"
"1284","v161225x","1. Should be doing a great deal more","1"
"2235","v161225x","2. Should be doing a moderate amount more","2"
"3231","v161225x","3. Should be doing a little more","3"
"4214","v161225x","4. Currently doing the right amount","4"
"5160","v161225x","5. Should be doing a little less","5"
"6101","v161225x","6. Should be doing a moderate amount less","6"
"799","v161225x","7. Should be doing a great deal less","7"
"847","v161225x","-9. RF (-9) in V161224 or V161224a","-9"
"941","v161225x","-8. DK (-8) in V161224 or V161224a (FTF only)","-8"
"1285","v161226","1. Favor","1"
"2236","v161226","2. Oppose","2"
"3232","v161226","3. Neither favor nor oppose","3"
"4215","v161226","-9. Refused","-9"
"5161","v161226","-8. Don't know (FTF only)","-8"
"1286","v161226a","1. A great deal","1"
"2237","v161226a","2. A moderate amount","2"
"3233","v161226a","3. A little","3"
"4216","v161226a","-9. Refused","-9"
"5162","v161226a","-1. INAP, 3,-8,-9 in V161226","-1"
"1287","v161226x","1. Favor a great deal","1"
"2238","v161226x","2. Favor a moderate amount","2"
"3234","v161226x","3. Favor a little","3"
"4217","v161226x","4. Neither favor nor oppose","4"
"5163","v161226x","5. Oppose a little","5"
"6102","v161226x","6. Oppose a moderate amount","6"
"7100","v161226x","7. Oppose a great deal","7"
"848","v161226x","-9. RF (-9) in V161226 or V161226a","-9"
"942","v161226x","-8. DK (-8) in V161226 or V161226a (FTF only)","-8"
"1288","v161227","1. Should be allowed to refuse","1"
"2239","v161227","2. Should be required to provide services","2"
"3235","v161227","-9. Refused","-9"
"4218","v161227","-8. Don't know (FTF only)","-8"
"1289","v161227a","1. Very strongly","1"
"2240","v161227a","2. Moderately","2"
"3236","v161227a","3. A little","3"
"4219","v161227a","-1. INAP, -8,-9 in V161227","-1"
"1290","v161227x","1. Feel very strongly- should be allowed to refuse","1"
"2241","v161227x","2. Feel moderately strongly- should be allowed to refuse","2"
"3237","v161227x","3. Feel a little strongly- should be allowed to refuse","3"
"4220","v161227x","4. Feel a little strongly - should be required to provide services","4"
"5164","v161227x","5. Feel moderately strongly - should be required to provide services","5"
"6103","v161227x","6. Feel very strongly - should be required to provide services","6"
"7101","v161227x","-9. RF (-9) in V161227 or V161227a","-9"
"849","v161227x","-8. DK (-8) in V161227 or V161227a (FTF only)","-8"
"1291","v161228","1. Have to use the bathrooms of the gender they were born with","1"
"2242","v161228","2. Be allowed to use the bathrooms of their identified gender","2"
"3238","v161228","-9. Refused","-9"
"4221","v161228","-8. Don't know (FTF only)","-8"
"1292","v161228a","1. Very strongly","1"
"2243","v161228a","2. Moderately","2"
"3239","v161228a","3. Slightly","3"
"4222","v161228a","-9. Refused","-9"
"5165","v161228a","-8. Don't know (FTF only)","-8"
"6104","v161228a","-1. INAP, -8,-9 in V161228","-1"
"1293","v161228x","1. Feel very strongly- bathroom of the gender born with","1"
"2244","v161228x","2. Feel moderately strongly- bathroom of the gender born with","2"
"3240","v161228x","3. Feel a little strongly- bathroom of the gender born with","3"
"4223","v161228x","4. Feel a little strongly - bathroom of identified gender","4"
"5166","v161228x","5. Feel moderately strongly - bathroom of identified gender","5"
"6105","v161228x","6. Feel very strongly - bathroom of identified gender","6"
"7102","v161228x","-9. RF (-9) in V161228 or V161228a","-9"
"850","v161228x","-8. DK (-8) in V161228 or V161228a (FTF only)","-8"
"1294","v161229","1. Favor","1"
"2245","v161229","2. Oppose","2"
"3241","v161229","-9. Refused","-9"
"4224","v161229","-8. Don't know (FTF only)","-8"
"1295","v161229a","1. Strongly","1"
"2246","v161229a","2. Not strongly","2"
"3242","v161229a","-9. Refused","-9"
"4225","v161229a","-8. Don't know (FTF only)","-8"
"5167","v161229a","-1. INAP, -8,-9 in V161229","-1"
"1296","v161229x","1. Favor strongly","1"
"2247","v161229x","2. Favor not strongly","2"
"3243","v161229x","3. Oppose not strongly","3"
"4226","v161229x","4. Oppose strongly","4"
"5168","v161229x","-1. INAP, -8,-9 in V161229/ -8,-9 in V161229a","-1"
"1297","v161230","1. Yes","1"
"2248","v161230","2. No","2"
"3244","v161230","-9. Refused","-9"
"4227","v161230","-8. Don't know (FTF only)","-8"
"1298","v161231","1. Gay and lesbian couples should be allowed to legally marry.","1"
"2249","v161231","2. Gay and lesbian couples should be allowed to form civil unions but not legally marry.","2"
"3245","v161231","3. There should be no legal recognition of a gay or lesbian couple's relationship.","3"
"4228","v161231","-9. Refused","-9"
"5169","v161231","-8. Don't know (FTF only)","-8"
"1299","v161232","1. By law, abortion should never be permitted.","1"
"2250","v161232","2. By law, only in case of rape, incest, or woman's life in danger.","2"
"3246","v161232","3. By law, for reasons other than rape, incest, or woman's life in danger if need established","3"
"4229","v161232","4. By law, abortion as a matter of personal choice.","4"
"5170","v161232","5. Other SPECIFY","5"
"6106","v161232","-9. Refused","-9"
"7103","v161232","-8. Don't know (FTF only)","-8"
"1300","v161233","1. Favor","1"
"2251","v161233","2. Oppose","2"
"3247","v161233","-9. Refused","-9"
"4230","v161233","-8. Don't know (FTF only)","-8"
"1301","v161233a","1. Strongly","1"
"2252","v161233a","2. Not strongly","2"
"3248","v161233a","-8. Don't know (FTF only)","-8"
"4231","v161233a","-1. INAP, -8,-9 in V161233","-1"
"1302","v161233x","1. Favor strongly","1"
"2253","v161233x","2. Favor not strongly","2"
"3249","v161233x","3. Favor not strongly","3"
"4232","v161233x","4. Favor strongly","4"
"5171","v161233x","-1. INAP, -8,-9 in V161233/ -8,-9 in V161233a","-1"
"1303","v161234","1. More secure","1"
"2254","v161234","2. Less secure","2"
"3250","v161234","3. No change","3"
"4233","v161234","-9. Refused","-9"
"5172","v161234","-8. Don't know (FTF only)","-8"
"1304","v161235","1. Better","1"
"2255","v161235","2. Worse","2"
"3251","v161235","3. About the same","3"
"4234","v161235","-9. Refused","-9"
"5173","v161235","-8. Don't know (FTF only)","-8"
"1305","v161235a","1. Much","1"
