Number,Name
MEDSRC_RADIO_11,PRE: CASI/WEB Radio progs R lstns reg'ly: mentn The Rush Limbaugh Show
MEDSRC_RADIO_12,PRE: CASI/WEB Radio prgs R lstns: The Savage Nation (Michael Savage)
MEDSRC_RADIO_13,PRE: CASI/WEB Radio progs R lstns reg'ly: mentn The Sean Hannity Show
MEDSRC_RADIO_14,PRE: CASI/WEB Radio progs R listens reg'ly: Talk of the Nation (NPR)
MEDSRC_RADIO_15,PRE: CASI/WEB Radio progs R listens reg'ly: The Thom Hartmann Program
MEDSRC_RADIO_NONE,PRE: CASI/WEB Radio progs R listens reg'ly: none of the above selected
MEDSRC_RADIO_DKRF,PRE: CASI/WEB Which radio programs R listens to regularly: DK/RF
MEDSRC_WEBSITES_01,PRE: CASI/WEB Wch websites R visits reg'ly: ABC News (abcnews.go.com)
MEDSRC_WEBSITES_02,PRE: CASI/WEB Which web sites R visits regularly: CNN (cnn.com)
MEDSRC_WEBSITES_03,PRE: CASI/WEB Wbsites R visits regly: Drudge Report (drudgereport.com)
MEDSRC_WEBSITES_04,PRE: CASI/WEB Which web sites R visits regularly: Forbes (forbes.com)
MEDSRC_WEBSITES_05,PRE: CASI/WEB Which web sites R visits reg'ly: Fox News (foxnews.com)
MEDSRC_WEBSITES_06,PRE: CASI/WEB Websites R visits: Good Morning America (gma.yahoo.com)
MEDSRC_WEBSITES_07,PRE: CASI/WEB Wch sites R visits reg'ly: Google News (news.google.com)
MEDSRC_WEBSITES_08,PRE: CASI/WEB Websites R visits: Huffington Post (huffingtonpost.com)
MEDSRC_WEBSITES_09,PRE: CASI/WEB Sites R visits reg'ly: Los Angeles Times (latimes.com)
MEDSRC_WEBSITES_10,PRE: CASI/WEB Which web sites R visits reg'ly: MSNBC (msnbc.msn.com)
MEDSRC_WEBSITES_11,PRE: CASI/WEB Wch sites R visits reg'ly: New York Times (nytimes.com)
MEDSRC_WEBSITES_12,PRE: CASI/WEB Sites R visits reg'ly: Today Show (today.msnbc.msn.com)
MEDSRC_WEBSITES_13,PRE: CASI/WEB Wch websites R visits reg'ly: USA Today (usatoday.com)
MEDSRC_WEBSITES_14,PRE: CASI/WEB Websites R visits: Washington Post (washingtonpost.com)
MEDSRC_WEBSITES_15,PRE: CASI/WEB Wch wbsites R visits reg'ly: Yahoo News (news.yahoo.com)
MEDSRC_WEBSITES_OTHWEB,PRE: CASI/WEB Which websites R visits regularly: mention other website
MEDSRC_WEBSITES_OTHTXT,PRE: CASI/WEB Other specify- Which web sites R visits regularly
MEDSRC_WEBSITES_NONE,PRE: CASI/WEB Which sites R visits reg'ly: none of the above selected
MEDSRC_WEBSITES_DKRF,PRE: CASI/WEB Which web sites R visits regularly: DK/RF
MEDSRC_PRINTNEWS_01,PRE: CASI/WEB Print papers R reads: New York Times/ www.nytimes.com
MEDSRC_PRINTNEWS_02,PRE: CASI/WEB Print papers R reads reg'ly: USA Today/ www.usatoday.com
MEDSRC_PRINTNEWS_03,PRE: CASI/WEB Print paprs R reads: Wall Street Journal/ online.wsj.com
MEDSRC_PRINTNEWS_04,PRE: CASI/WEB Pnt papr R read: Washington Post/ www.washingtonpost.com
MEDSRC_PRINTNEWS_05,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 05
MEDSRC_PRINTNEWS_06,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 06
MEDSRC_PRINTNEWS_07,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 07
MEDSRC_PRINTNEWS_08,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 08
MEDSRC_PRINTNEWS_09,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 09
MEDSRC_PRINTNEWS_10,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 10
MEDSRC_PRINTNEWS_11,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 11
MEDSRC_PRINTNEWS_12,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 12
MEDSRC_PRINTNEWS_13,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 13
MEDSRC_PRINTNEWS_14,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 14
MEDSRC_PRINTNEWS_15,PRE: CASI/WEB Which print papers R reads reg'ly: mention newspaper 15
MEDSRC_PRINTNEWS_OTHNEWS,PRE: CASI/WEB Which print papers R reads reg'ly: mention other newsp
MEDSRC_PRINTNEWS_NONE,PRE: CASI/WEB Print papers R reads reg'ly: none of the above selected
MEDSRC_PRINTNEWS_DKRF,PRE: CASI/WEB Which print newspapers R reads regularly: DK/RF
MEDSRC_INETNEWS_01,PRE: CASI/WEB Onln paprs R read regly: New York Times/ www.nytimes.com
MEDSRC_INETNEWS_02,PRE: CASI/WEB Online paprs R reads reg'ly: USA Today/ www.usatoday.com
MEDSRC_INETNEWS_03,PRE: CASI/WEB Onlin paprs R reads: Wall Street Journal/ online.wsj.com
MEDSRC_INETNEWS_04,PRE: CASI/WEB Onl pprs R read: Washington Post/ www.washingtonpost.com
MEDSRC_INETNEWS_05,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 05
MEDSRC_INETNEWS_06,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 06
MEDSRC_INETNEWS_07,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 07
MEDSRC_INETNEWS_08,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 08
MEDSRC_INETNEWS_09,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 09
MEDSRC_INETNEWS_10,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 10
MEDSRC_INETNEWS_11,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 11
MEDSRC_INETNEWS_12,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 12
MEDSRC_INETNEWS_13,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 13
MEDSRC_INETNEWS_14,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 14
MEDSRC_INETNEWS_15,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper 15
MEDSRC_INETNEWS_OTHNEWS,PRE: CASI/WEB Which online papers R reads reg'ly: mention other newsp
MEDSRC_INETNEWS_NONE,PRE: CASI/WEB Wch onlin paprs R reads reg'ly: none of the above selctd
MEDSRC_INETNEWS_DKRF,PRE: CASI/WEB Which online newspapers R reads regularly: DK/RF
MEDSRC_SOCMEDIA,PRE: CASI/WEB No.days in wk R uses soc media to lrn abt Pres election
MEDSRC_BLOGS,PRE: CASI/WEB No.days in week R uses blogs to learn abt Pres election
MEDSRC_SPECBLOGS_TXT,PRE: CASI/WEB Which blogs R uses to learn abt Pres election
OWNGUN_OWNGUN,PRE: CASI/WEB Does R own a gun
WORDSUM_SETB,PRE: CASI/WEB Wordsum set B (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETD,PRE: CASI/WEB Wordsum set D (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETE,PRE: CASI/WEB Wordsum set E (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETF,PRE: CASI/WEB Wordsum set F (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETG,PRE: CASI/WEB Wordsum set G (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETH,PRE: CASI/WEB Wordsum set H (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETJ,PRE: CASI/WEB Wordsum set J (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETK,PRE: CASI/WEB Wordsum set K (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETL,PRE: CASI/WEB Wordsum set L (incl DKRF) CORRECT/INCORRECT
WORDSUM_SETO,PRE: CASI/WEB Wordsum set O (incl DKRF) CORRECT/INCORRECT
ORIENTN_RGAY,PRE: CASI/WEB Sexual orientation of R
ORIENTN_KNOWGAY,PRE: CASI/WEB Sexual orientation of family and friends
PREKNOW_PRESTIMES,PRE: CASI/WEB Polit knowledge: number times can be elected (incl DKRF)
PREKNOW_SIZEDEF,PRE: CASI/WEB Political knowledge: size of federal deficit (incl DKRF)
PREKNOW_SENTERM,PRE: Years Senator Elected (incl DKRF)
PREKNOW_MEDICARE,PRE: CASI/WEB Political knowledge: What is Medicare (incl DKRF)
PREKNOW_LEASTSP,PRE: CASI/WEB Political knowledge: program Fed govt spends (incl DKRF)
HAPP_LIFESATISF,PRE: How satisfied is R with life
PRE_IWROBS_SKINTONE,PRE: FTF ONLY: IWR OBS: Skin tone category of respondent
MEDIAPO_TV,POST: Watch campaign programs on TV
MEDIAPO_TVAMT,POST: How many campaign programs on TV
MEDIAPO_RADIO,POST: Hear radio speeches/discussn about Pres campaign
MEDIAPO_RADIOAMT,POST: How many radio speech/discussn abt Pres campaign
MEDIAPO_NWSPREV,POST: Read about Presidential campaign in newspaper
MEDIAPO_NWSPREVAMT,POST: How many stories abt Pres campaign in newspaper
MEDIAPO_NET,POST: View/hear internet information abt Pres campaign
MEDIAPO_NETAMT,POST: How often internet info about Pres campaign
MEDIAPO_SITE,POST: Did R visit website of candidate
MEDIAPO_SITEAMT,POST: How often visited website of candidate or party
MOBILPO_PARTY,POST: Did party contact R about 2012 campaign
MOBILPO_WPARTY,POST: Which party contacted R about 2012 campaign
MOBILPO_WPARTY_OTHTXT,POST: Other specify- Did party contact R about 2012 campaign
MOBILPO_CONTACTOTH,POST: Did anyone other than parties contact R about cands
MOBILPO_LATINO,POST: LATINO Rs: Was contact by Latino person(s)
MOBILPO_LANG,POST: LATINO Rs: Was contact in Spanish or English
MOBILPO_REG,POST: Anyone talk to R abt registering or getting out to vote
MOBILPO_RMOB,POST: R talk to anyone about voting for or against cand or pty
MOBILPO_RALLY,"POST: R go to any political meetings, rallies, speeches"
MOBILPO_SIGN,POST: R wear campaign button or post sign or bumper sticker
MOBILPO_OTHERWORK,POST: R do any (other) work for party or candidate
MOBILPO_CTBCAND,POST: R contribute money to specific candidate campaign
MOBILPO_CTBCNDPTY,POST: Party of candidate for whom R contributed money
MOBILPO_CTBCNDPTY_OTH,POST: RESTRICTED: Other specify - party of candidate for whom R contributed money
MOBILPO_CTBPTY,POST: R contribute money to political party
MOBILPO_CTBWHPTY,POST: RESTRICTED: Party to which R contributed
MOBILPO_CTBWHPTY_OTH,POST: RESTRICTED: Other specify -party to which R contributed
MOBILPO_CTBOTH,POST: R contribute to any other group for/against a cand
DHSINVOLV_MARCH,POST: DHS: Has R in past 4 years: joined a protest march
DHSINVOLV_BOARD,POST: DHS: Has R in past 4 years: attended city/school brd
DHSINVOLV_NETPETITION,POST: DHS: Has R in past 4 years: sign internet petition
DHSINVOLV_PETITION,POST: DHS: Has Rin past 4 years: signed paper petition
DHSINVOLV_RELIG,POST: DHS: Has R in past 4 years: given money to relig. org
DHSINVOLV_ORG,POST: DHS: Has R in past 4 years: gave money to soc/pol org
DHSINVOLV_CALL,POST: DHS: Has R in past 4 yrs: called radio/TV about polit iss
DHSINVOLV_MESSAGE,POST: DHS: sent a message on Facebook/Twitter about polit iss
DHSINVOLV_LETTER,POST: DHS: written a letter to newspaper/mag about polit iss
DHSINVOLV_CONTACT1,POST: Contact U.S. Representative or Senator
DHSINVOLV_CONTACT2_1ST,POST: Who did R contact: U.S. Senator or Representative_1st mention
DHSINVOLV_CONTACT2_2ND,POST: Who did R contact: U.S. Senator or Representative_2nd mention
DHSINVOLV_CONTACT2_3RD,POST: Who did R contact: U.S. Senator or Representative_3rd mention
DHSINVOLV_CONTACT2_4TH,POST: Who did R contact: U.S. Senator or Representative_4th mention
DHSINVOLV_CONTACT2_STSEN,POST: Who did R contact: was it U.S. Senator from R's state
DHSINVOLV_CONTACT2_OTHSEN,POST: Who did R contact: was it U.S. Senator from another state
DHSINVOLV_CONTACT2_DISTREP,POST: Who did R contact: was it R's district U.S. Representative
DHSINVOLV_CONTACT2_OTHREP,POST: Who did R contact: was it other U.S. Representative
DHSINVOLV_CONTACT2_DKRF,POST: Who did R contact: DK/RF
POSTVOTE_REGPRE,POST: FTF ONLY: Was R registered Pre-election
POSTVOTE_VOTEDPRE,POST: FTF ONLY: Did registered R report voting Pre-election
POSTVOTE_PRESTATUS_NONVTR,POST: FTF ONLY: Status of pre-election nonvoters
POSTVOTE_REGIST_ADDR,POST: Is R registered at address of residence
POSTVOTE_REGIST_NOADDR,POST: WEB ONLY: Is R registered (address not determined)
POSTVOTE_REG,POST: FTF ONLY: Other Registr. location- city and state identifiable
POSTVOTE_REG_STATE,POST: FTF ONLY: Other Regist. location - state of registr. (FIPS CODE)
POSTVOTE_REG_SAMESTATE,POST: FTF ONLY: Oth Regist. location - state same as household's (Y/N)
POSTVOTE_REGINCNTY,POST: Is R registered to vote in preload county (residence)
POSTVOTE_REGYRS3CAT,POST: How long has R been registered at location
POSTVOTE_REGNAME,POST: Name under which R is registered to vote
POSTVOTE_REGPTY_STATE,POST: Does recorded state of registration have party registration
POSTVOTE_REGPTY,POST: Party of registration
POSTVOTE_REGPTY_OTH,POST: RESTRICTED: Other specify- Party of registration
POSTVOTE_RVOTE,POST: Did R vote in the November general election
RVOTE2012_X,PREPOST SUMMARY: Did R vote in November general election
POSTVOTE_CKBCARD,POST: Is Post Ballot Card correct (IF FTF: IWR CHECKPOINT)
POSTVOTE_BALLOTCOLOR,POST: FTF ONLY: Assigned color for Ballot Card (if displayed)
POSTVOTE_PRESVT,POST: Did R vote for President
POSTVOTE_PRESVTWHO,POST: For whom did R vote for President
PRESVOTE2012_X,PREPOST SUMMARY: For whom did R vote for President in 2012
POSTVOTE_PRESVTWHO_OTHTXT,POST: Other specify- For whom did R vote for President
POSTVOTE_PRESSTR,POST: Preference strong for Pres cand for whom R voted
POSTVOTE_VTPRESDEC_TXT,POST: How long before election R made decision Pres vote
POSTVOTE_VTPRESDEC_DKRF,POST: FTF ONLY: How lng bef electn made decisn Pres vt: DK/RF selectd
POSTVOTE_PREFPRES,POST: Does R prefer Pres cand
POSTVOTE_PREFPRWHO,POST: Preference for Pres cand
POSTVOTE_PREFPRWHO_OTHTXT,POST: Other specify- Preference for Pres cand
POSTVOTE_PREFPRSTR,POST: Preference strong for Pres cand
POSTVOTE_VOTEHS,POST: Did R vote for U.S. House of Representatives
POSTVOTE_HSVTBC,POST: For whom did R vote for U.S. House (Ballot Card)
POSTVOTE_HSVTNOBC,POST: For whom did R vote for U.S. House (no Ballot Card)
POSTVOTE_HSPREF,POST: Does R prefer U.S. House candidate
POSTVOTE_HSPREFBC,POST: Whom does R prefer for U.S. House (Ballot Card)
POSTVOTE_HSPREFNOBC,POST: Whom does R prefer for U.S. House (no Ballot Card)
POSTVOTE_SENHHSTATE,POST: FTF ONLY: Senate election in state of residence
POSTVOTE_SENREGSTATE,POST: FTF ONLY: Sen elctn reg state (R not reg at resid Pre or Post)
POSTVOTE_VOTESEN,POST: Did R vote for U.S. Senate
POSTVOTE_VTSENBC,POST: R's vote for U.S. Senate (Ballot Card)
POSTVOTE_VTSENNOBC,POST: R's vote for U.S. Senate (no Ballot Card)
POSTVOTE_SENPREF,POST: Does R prefer U.S. Senate candidate
POSTVOTE_SENPREFBC,POST: Whom does R prefer for U.S. Senate (Ballot Card)
POSTVOTE_SENPREFNOBC,POST: Whom does R prefer for U.S. Senate (no Ballot Card)
POSTVOTE_GOVHHSTATE,POST: FTF ONLY: Gubernatorial election in state of residence
POSTVOTE_GOVREGSTATE,POST: FTF ONLY: Gov elctn reg state (R not reg at resid Pre or Post)
POSTVOTE_VOTEGOV,POST: Did R vote for gubernatorial candidate
POSTVOTE_VTGOVBC,POST: R's vote for governor (Ballot Card)
POSTVOTE_VTGOVNOBC,POST: R's vote for governor (no Ballot Card)
POSTVOTE_GOVPREF,POST: Does R prefer gubernatorial candidate
POSTVOTE_GOVPREFBC,POST: Whom does R prefer for governor (Ballot Card)
POSTVOTE_GOVPREFNOBC,POST: Whom does R prefer for governor (no Ballot Card)
PTYWOM_BETTRPTY,POST: Party does better job for the interests of women
OFCREC_SPEAKER_TXT,POST: Office recognition: Speaker of the House Boehner
OFCREC_SPEAKERPR,POST: FTF ONLY: Office recognition probe: Speaker of the House Boehner
OFCREC_VP_TXT,POST: Office recognition: Vice-President Biden
OFCREC_VPPR,POST: FTF ONLY: Office recognition probe: Vice-President Biden
OFCREC_PMUK_TXT,POST: Office recognition: Prime Minister of UK Cameron
OFCREC_PMUKPR,POST: FTF ONLY: Office recognition probe: Prime Minister of UK Cameron
OFCREC_CJ_TXT,POST: Office recognition: US Supreme Ct Chief Justice Roberts
OFCREC_CJPR,POST: FTF ONLY: Office recognition probe: US Supreme Ct Chief Justice
KNOWL_HOUSEMAJ,POST: Know party with most members in House before election
KNOWL_SENMAJ,POST: Know party with most members in Senate before electn
FTPO_PRES,POST: Feeling thermometer: Democratic Presidential candidate
FTPO_RPC,POST: Feeling thermometer: Republican Presidential candidate
FTPO_RPCSP,POST: Feeling thermometer: spouse of Republican Presidential cand
FTPO_DPCSP,POST: Feeling thermometer: spouse of Democratic Presidential cand
FTPO_HDC,POST: Feeling thermometer: HOUSE DEMOCRATIC CANDIDATE
FTPO_HRC,POST: Feeling thermometer: HOUSE REPUBLICAN CANDIDATE
FTPO_HOTH,POST: Feeling thermometer: HOUSE IND/3rd-PARTY CANDIDATE
FTPO_SDC,POST: Feeling thermometer: SENATE DEMOCRATIC CANDIDATE
FTPO_SRC,POST: Feeling thermometer: SENATE REPUBLICAN CANDIDATE
FTPO_SOTH,POST: Feeling thermometer: SENATE IND/3rd-PARTY CANDIDATE
FTPO_SENSR,POST: Feeling thermometer: SR. SENATOR IN STATE WITHOUT RACE
FTPO_SENJR,POST: Feeling thermometer: JR. SENATOR IN STATE WITHOUT RACE
FTPO_SENNOT,POST: Feeling thermometer: NONRUNNING SENATOR IN STATE W/RACE
FTPO_DVPC,POST: Feeling thermometer: Democratic Vice Presidential cand
FTPO_RVPC,POST: Feeling thermometer: Republican Vice Presidential cand
FTPO_ROBERTS,POST: Feeling thermometer: John Roberts
FTGR_XFUND,POST: Feeling thermometer: CHRISTIAN FUNDAMENTALISTS
FTGR_CATHOLICS,POST: Feeling thermometer: CATHOLICS
FTGR_FEMINISTS,POST: Feeling thermometer: FEMINISTS
FTGR_FEDGOV,POST: Feeling thermometer: FEDERAL GOVERNMENT IN WASHINGTON
FTGR_LIBERALS,POST: Feeling thermometer: LIBERALS
FTGR_MIDDLE,POST: Feeling thermometer: MIDDLE CLASS PEOPLE
FTGR_UNIONS,POST: Feeling thermometer: LABOR UNIONS
FTGR_POOR,POST: Feeling thermometer: POOR PEOPLE
FTGR_MILITARY,POST: Feeling thermometer: THE MILITARY
FTGR_BIGBUS,POST: Feeling thermometer: BIG BUSINESS
FTGR_WELFARE,POST: Feeling thermometer: PEOPLE ON WELFARE
FTGR_CONS,POST: Feeling thermometer: CONSERVATIVES
FTGR_WORKING,POST: Feeling thermometer: WORKING CLASS PEOPLE
FTGR_USSC,POST: Feeling thermometer: THE U.S. SUPREME COURT
FTGR_GAY,POST: Feeling thermometer: GAY MEN AND LESBIANS
FTGR_CONGRESS,POST: Feeling thermometer: CONGRESS
FTGR_RICH,POST: Feeling thermometer: RICH PEOPLE
FTGR_MUSLIMS,POST: Feeling thermometer: MUSLIMS
FTGR_XIAN,POST: Feeling thermometer: CHRISTIANS
FTGR_ATHEISTS,POST: Feeling thermometer: ATHEISTS
FTGR_MORMONS,POST: Feeling thermometer: MORMONS
FTGR_TEA,POST: Feeling thermometer: TEA PARTY
HSEINC_APPROVAL,POST: Approve or disapprove of House incumbent
HSEINC_APPSTR,POST: How much approve House incumbent
HSEINC_DISSTR,POST: How much disapprove House incumbent
HSEINC_APPROVAL_X,POST: SUMMARY- House incumbent approval
HSEINC_HINCTOUCH,POST: How good a job does House incumbent do in district
MIP_PROB1_TXT,POST: Mention 1 most important problems facing the country
MIP_PROB1,POST: FTF ONLY: DK/RF selectd- 1st most import probs to USA (no text)
MIP_PROB1PTY,POST: Party to deal with mention 1 MIP
MIP_PROB2_TXT,POST: Mention 2 most important problems facing the country
MIP_PROB2,POST: FTF ONLY: DK/RF selectd- 2nd most import probs to USA (no text)
MIP_PROB2PTY,POST: Party to deal with mention 2 MIP
MIP_PROB3_TXT,POST: Mention 3 most important problems facing the country
MIP_PROB3,POST: FTF ONLY: DK/RF selectd- 3rd most import probs to USA (no text)
MIP_PROB3PTY,POST: Party to deal with mention 3 MIP
MIP_MOSTPROB_TXT,POST: Which among mentions is the most important problem
MIP_MOSTPROB,POST: FTF ONLY: DK/RF slctd- most among import probs 2 USA (no text)
SECURPUB_SECCHG,POST: Changes in security at public places
WPRES_GDBD,POST: Women President in next 20 years
WPRES_GDSTR,POST: How good would it be if we had a woman President
WPRES_BDSTR,POST: How bad would it be if we had a woman President
WPRES_GDBD_X,POST: SUMMARY- How good/bad woman Pres in next 20yrs
WPRES_IMPORTYES,POST: Important that woman elected president - Good
WPRES_IMPORTNO,POST: Important that woman elected president --Bad
BUDGET_DEFICIT,POST: Favor or oppose reducing federal deficit
BUDGET_DEFICITFAV,POST: How strongly favor reducing deficit
BUDGET_DEFICITOPP,POST: How strongly oppose reducing deficit
BUDGET_DEFICITLEAN,POST: Lean to favor or oppose deficit reduction
BUDGET_DEFICIT_X,POST: SUMMARY- Favor reducing the Federal budget deficit
BUDGET_DEFIMP,POST: Importance of reducing deficit
BUDGET_RDEF250K,POST: Reduce deficit by raising personal inc tax for over 250K inc
BUDGET_RDEFMED,POST: Reduce deficit by replacing medicare with voucher system
BUDGET_RDEFCTAX,POST: Reduce deficit by increasing corporate taxes
BUDGET_RDEFMIL,POST: Reduce deficit by cutting military spending
BUDGET_RDEFEMP,POST: Reduce deficit by cutting fed employees by 10 percent
BUDGET_RDEFGOV,POST: Reduce deficit by cutting govt activities excluding military
PATRIOT_FLAG,POST: Emotion seeing flag fly
PATRIOT_LOVE,POST: Love of country
PATRIOT_AMIDENT,POST: Important being American
MILLN_MILLTAX,POST: Favor or oppose tax on millionaires
MILLN_MILLTAXST,POST: How strongly favor/oppose
MILLN_MILLTAX_X,POST: SUMMARY- Favor tax on millionaires
FAIRJOB_OPIN,POST: Opinion about govt ensuring fair jobs for blacks
FAIRJOB_OPIN_OTHTXT,POST: Other specify- opinion about fair jobs
FAIRJOB_YES,POST: How much feel govt should ensure fair jobs for blacks
FAIRJOB_NO,POST: How much feel govt not ensure fair jobs for blacks
FAIRJOB_OPIN_X,POST: SUMMARY- Opinion about govt ensuring fair jobs for blacks
IMPORTS_LIMIT,POST: Favor or oppose limits on foreign imports
ISRAEL_SUPPORT,POST: Is U.S. too supportive of Israel or not supportive enough
IMMIGPO_LEVEL,POST: What should immigration levels be
IMMIGPO_JOBS,POST: How likely immigration will take away jobs
HLTHLAW_QUAL,POST: Health Care Law effect on health care services
HLTHLAW_NUM,POST: Health Care Law effect on number insured
IRAN_NUKDEV,POST: Iran trying to develop nuclear weapons
IRAN_NUKDIP,POST: Try to stop Iranian nuclear dev: direct diplomatic talks
IRAN_NUKSANCT,POST: Try to stop Iranian nuclear dev: increase sanctions
IRAN_NUKSITE,POST: Try to stop Iranian nuclear dev: bomb development sites
IRAN_NUKEINVD,POST: Try to stop Iranian nuclear dev: invade with U.S. troops
CHINA_ECON,POST: Effect of China's economic expansion on U.S.
CHINA_MIL,POST: China military threat
SCIENCE_USE,POST: How oft shd govt use scientific methods to solve imp probs
WIRETAP_WARRANT,POST: Favor or oppose court auth for terr suspect wiretaps
OUTSOURCE_ENC,POST: Should govt encourage/discourage outsourcing
OUTSOURCE_ENCST,POST: How much should govt encourage/discourage outsourcing
OUTSOURCE_ENC_X,POST: SUMMARY- Encourage outsourcing of jobs
SSINV_INVEST,POST: Favor or oppose Social Security in stocks and bonds
SSINV_INVFAV,POST: How much favor Social Security in stocks and bonds
SSINV_INVOPP,POST: How much oppose Social Security in stocks and bonds
SSINV_INVLN,POST: R lean favor or oppose Social Security in stocks and bonds
SSINV_INVEST_X,POST: SUMMARY- Favor Social Security investment in stocks and bonds
NEONULL_STRULE,POST: Favor or oppose state decision whether federal law applies
NEONULL_STRULEST,POST: How much favor/opp state decision whether fed law applies
NEONULL_STRULE_X,POST: SUMMARY- Favor state decision when federal law applies to state
POT_LEGAL,POST: Should marijuana be legal
TARP_FAVOPP,POST: Does R favor or oppose the TARP program
TARP_FAVOPPST,POST: How much does R favor or oppose the TARP program
TARP_FAVOPP_X,POST: SUMMARY- Favor the TARP program
WIRETAPPO_TOOFAR,POST: Has increase in govt wiretap powers gone too far
ECPERIL_PUTOFFMED,POST: Put off checkup and vaccines
ECPERIL_PAYHLTHCST,POST: Will you pay all costs
ECPERIL_WORRY,POST: Worry about financial situation
ECPERIL_HOME,POST: Home tenure
ECPERIL_PAYANY,POST: Any payments for home for non-owners non-renters
ECPERIL_PAYHOUSE,POST: Able to make housing payments
ECPERIL_LOSTJOBS,POST: Anyone lost jobs
LIBCPO_SELF,POST: 7pt scale liberal-Conservate: self placement
LIBCPO_SELFCH,"POST: If had to choose, liberal or conservative"
LIBCPO_HDC,POST: 7pt scale liberal-conservative: Democratic House cand
LIBCPO_HRC,POST: 7pt scale liberal-conservative: Republican House cand
ABORT_DPC4,POST: STD Abortion: Democratic Presidential cand placemt
ABORT_DPC4_OTHTXT,POST: Other specify- abortion placement of Dem Pres cand
ABORT_RPC4,POST: STD Abortion: Republican Presidential cand placemt
ABORT_RPC4_OTHTXT,POST: Other specify- abortion placement of Rep Pres cand
ABORT_DEM4,POST: STD Abortion: Democratic party placement
ABORT_DEM4_OTHTXT,POST: Other specify- abortion placement of Dem party
ABORT_REP4,POST: STD Abortion: Republican party placement
ABORT_REP4_OTHTXT,POST: Other specify- abortion placement of Rep party
ABORT_HEALTH,POST: REV Abortion: R favor/oppose legal when nonfatal health risk
ABORT_HEALTHFAV,POST: REV How much R favor abortion legal for nonfatal health risk
ABORT_HEALTHOPP,POST: REV How much R oppose abortn legal for nonfatal health risk
ABORT_HEALTHLN,POST: REV R lean favor/opp abortion legal for nonfatal health risk
ABORT_HEALTH_X,POST: SUMMARY- Favor abortion legal for nonfatal health risk of mother
ABORT_FATAL,POST: REV Abortion: R favor/oppose legal when fatal health risk
ABORT_FATALFAV,POST: REV How much R favor abortion legal for fatal health risk
ABORT_FATALOPP,POST: REV How much R oppose abortion legal for fatal health risk
ABORT_FATALLN,POST: REV R lean favor/oppose abortion legal for fatal health risk
ABORT_FATAL_X,POST: SUMMARY- Favor abortion legal for fatal risk of mother
ABORT_INCEST,POST: REV Abortion: R favor/oppose legal in incest cases
ABORT_INCESTFAV,POST: REV How much R favor abortion legal in incest cases
ABORT_INCESTOPP,POST: REV How much R oppose abortion legal in incest cases
ABORT_INCESTLN,POST: REV R lean favor/oppose abortion legal in incest cases
ABORT_INCEST_X,POST: SUMMARY- Favor abortion legal for cases of incest
ABORT_RAPE,POST: REV Abortion: R favor/oppose legal in rape cases
ABORT_RAPEFAV,POST: REV How much R favor abortion legal in rape cases
ABORT_RAPEOPP,POST: REV How much R oppose abortion legal in rape cases
ABORT_RAPELEAN,POST: REV R lean favor/oppose abortion legal in rape cases
ABORT_RAPE_X,POST: SUMMARY- Favor abortion legal for cases of rape
ABORT_BD,POST: REV Abortion: R favor/oppose legal in birth defect cases
ABORT_BDFAV,POST: REV How much R favor abortion legal in birth defect cases
ABORT_BDOPP,POST: REV How much R oppose abortion legal in birth defect cases
ABORT_BDLN,POST: REV R lean favor/oppose abortion legal in birth defect case
ABORT_BD_X,POST: SUMMARY- Favor abortion legal for cases of birth defect
ABORT_FIN,POST: REV Abortion: R favor/oppose legal in financial hardshp cases
ABORT_FINFAV,POST: REV How much R favor abortion legal in finan hardship cases
