Number,Name
v000590,L2b1.T. Gore-how much red/inc def spn ph
v000591,L2bx1. 5-pt br summary Gore def spend
v000592,L2bx2. Comb.7pt/br summ Gore def spend
v000593,L2c. Bush- defense spending scale FTF
v000594,L2c.T. Bush- defense spending scale ph
v000595,L2c1.T. Bush-how much red/inc def spd ph
v000596,L2cx1. 5-pt br summary Bush def spend
v000597,L2cx2. Comb.7pt/br summ Bush def spend
v000598,L2d. Dem Party-def spending scale FTF
v000599,L2d.T. Dem Party-def spend scale phone
v000600,L2d1.T. Dem Party-how much red/inc ds ph
v000601,L2dx1. 5-pt br summary Dem Party def sp
v000602,L2dx2. Comb.7pt/br summ Dem Party def sp
v000603,L2e. Rep Party-def spending scale FTF
v000604,L2e.T. Rep Party-def spend scale phone
v000605,L2e1.T. Rep Party-how much inc/red ds ph
v000606,L2ex1. 5-pt br summary Rep Party def sp
v000607,L2ex2. Comb.7pt/br summ Rep Party def sp
v000608,"L3(1). Ckpt: FTF/ph, reg/exp."
v000608a,L3a. Self placement-private or govt insu
v000608b,L3a.E. Self placement-insur scale FTF ex
v000609,L3ax. Comb. FTF versions R insurnc scale
v000610a,L3a.T. Self placement-insur scale phone
v000610b,L3a.TE. Self placement-insur scale phone
v000611,L3ax.TE. Comb. Ph versions R insur scale
v000612,L3a1/a2.T. Strength of insurance plan
v000613,L3x1. 5-pt br summary R on pri/govt insu
v000614,L3x2. Comb.7pt/br summ of R on pri/govt
v000615,L4a. R plcmnt-guar job/std liv scl FTF
v000616,L4a.T. R plcmnt-guar job/std liv scl ph
v000617,L4a1.T. How much should gov guar jobs
v000618,L4a2t. How much should ppl get by on own
v000619,L4x1. 5-pt br summary guaranteed jobs
v000620,L4x2. Comb.7pt/br summ guaranteed jobs
v000621,L4b. Gore-guar job/std liv scl FTF
v000622,L4b.T. Gore-guar job/std liv scl phone
v000623,L4b1/b2.T. Gore-strength of guar job
v000624,L4bx1. 5-pt br summary Gore guar job
v000625,L4bx2. Comb.7pt/br summ Gore guar job
v000626,L4c. Bush-guar job/std liv scl FTF
v000627,L4c.T. Bush-guar job/std liv scl phone
v000628,L4c1/c2.T. Bush-strength guar job
v000629,L4cx1. 5-pt br summary Bush guar job
v000630,L4cx2. Comb.7pt/br summ Bush guar job
v000631,L4d. Dem Party-guar job/std liv scl FTF
v000632,L4d.T. Dem Party-guar job/std liv scl ph
v000633,L4d1/d2.T. Dem Party-strength guar job
v000634,L4dx1. 5-pt br summary Dem Party guar jb
v000635,L4dx2. Comb.7pt/br summ Dem Party gua jb
v000636,L4e. Rep Party-guar job/std liv FTF
v000637,L4e.T. Rep Party-guar job/std liv phone
v000638,L4e1/e2.T. Rep Party-strength guar job
v000639,L4ex1. 5-pt br summ Rep Party guar job
v000640,L4ex2. Comb.7pt/br summ Rep Party guar j
v000641,L5a. R plcmnt-aid to blacks scale FTF
v000642,L5a.T. R plcmnt-aid to blacks scale phon
v000643,L5a1/a2.T. R-strength aid to blacks
v000644,L5ax1. 5-pt br summary R aid to blacks
v000645,L5ax2. Comb.7pt/br summ R aid to blacks
v000646,L5b. Clinton plcmnt-aid to blacks scale
v000647,L5b.T. Clinton-aid to blacks scale phone
v000648,L5b1/b2.T. Clinton-strength aid to black
v000649,L5bx1. 5-pt br summary Clinton aid to bl
v000650,L5bx2. Comb.7pt/br summ Clinton aid to b
v000651,L5c. Gore plcmnt-aid to blacks scale FTF
v000652,L5c.T. Gore-aid to blacks scale phone
v000653,L5c1/c2.T. Gore-strength aid to blacks
v000654,L5cx1. 5-pt br summary Gore aid to blks
v000655,L5cx2. Comb.7pt/br summ Gore aid to blks
v000656,L5d. Bush plcmnt-aid to blacks scale FTF
v000657,L5d.T. Bush-aid to blacks scale phone
v000658,L5d1/d2.T. Bush-strength aid to blacks
v000659,L5dx1. 5-pt br summary Bush aid to blks
v000660,L5dx2. Comb.7pt/br summ Bush aid to blks
v000661,L5e. Dem Party plcmnt-aid to blks scale
v000662,L5e.T. Dem Party-aid to blks scale phone
v000663,L5e1/e2.T. Dem Party-strgth aid to blks
v000664,L5ex1. 5-pt br summary Dem Party aid blk
v000665,L5ex2. Comb.7pt/br summ Dem Party aid bl
v000666,L5f. Rep Party plcmnt-aid to blks scale
v000667,L5f.T. Rep Party-aid to blks scale phone
v000668,L5f1/f2.T. Rep Party-strgth aid to blks
v000669,L5fx1. 5-pt br summary Rep Party aid blk
v000670,L5fx2. Comb.7pt/br summ Rep Party aid bl
v000671a,L6. Appr/disappr affirmative action stan
v000671b,L6.E. Appr/disappr affirmative action ex
v000672,L6a. Strength for affirmative action
v000673,L6b. Strength against affirmative action
v000674,L6x. Summary affirmative action
v000674a,L6x1. Affirm action -all cases
v000675,L7a. Inc/dec build and repair highways
v000676,L7b. Inc/dec welfare programs
v000677,L7c. Inc/dec spending on aids research
v000678,L7d. Inc/dec foreign aid
v000679,L7e. Inc/dec food stamps
v000680,L7f. Inc/dec aid to poor people
v000681,L7g. Inc/dec Social Security
v000682,L7h. Inc/dec environmental protection
v000683,L7j. Inc/dec public schools
v000684,L7k. Inc/dec dealing with crime
v000685,L7m. Inc/dec child care
v000686,L7n. Inc/dec against illegal immigrants
v000687,L7p. Inc/dec aid to blacks
v000688,L8. App/dis using surplus for tax cuts
v000689,L8a/b. Strength app/dis tax cuts
v000690,L8x. Summary tax cuts from surplus
v000691,L9. App/dis surplus for Soc Sec medicare
v000692,L9a/b. Strength app/dis Soc Sec medicare
v000693,L9x. Summary surplus for Soc Sec medcare
v000694,M1/M1.T. Abortion self-placement
v000695,M1a. Importance of abortion to R
v000696,M1b/M1b.T. Gore-abortion scale
v000697,M1b1. Gore-certain abortion placement
v000698,M1c/M1c.T. Bush-abortion scale
v000699,M1c1. Bush-certain abortion placement
v000700,M2. App/dis abortion parental consent
v000701,M2a. Strength abortion parental consent
v000702,M2x. Summary abortion parental consent
v000703,M3. Fav/oppose prtl-birth abortion ban
v000704,M3a/b. Strength fav/opp p-b abortion ban
v000705,M3x. Summary partial-birth abortion ban
v000706,"M4. Ckpt: FTF/ph, reg/exp."
v000707a,M4a. R-jobs/envir scale FTF stan
v000707b,M4a.E. R-jobs/envir scale FTF ex
v000708,M4ax. Comb. FTF versions jobs/envir
v000709a,M4a.T. R-jobs/envir br phone stan
v000709b,M4a.TE. R-jobs/envir phone ex
v000710,M4ax.T. Comb. Ph versions jobs/envir
v000711,M4a1/a2.T. Strength jobs/envir
v000712,M4a1x1. 5-pt br summary jobs/envir
v000713,M4a1x2. Comb.7pt/br summ jobs/envir
v000714,M4b. Gore-jobs/envir scale FTF
v000715,M4b.T. Gore-jobs/envir scale phone
v000716,M4b1/b2.T. Gore-strength jobs/envir
v000717,M4bx1. 5-pt br summary jobs/envir
v000718,M4bx2. Comb.7pt/br summ Gore jobs/envir
v000719,M4c. Bush-jobs/envir scale FTF
v000720,M4c.T. Bush-jobs/envir scale phone
v000721,M4c1/c2.T. Bush-strength jobs/envir
v000722,M4cx1. 5-pt br summary Bush jobs/envir
v000723,M4cx2. Comb.7pt/br summ Bush jobs/envir
v000724,M5. Fav/oppose homosexuals in military
v000725,M5a. Strngth fav homosexuals in military
v000726,M5b. Strngth opp homosexuals in military
v000727,M5x. Summary homosexuals in military
v000728,M6a. R-gun control scale
v000729,M6a1. R-strength more gun control
v000730,M6a2. R-strength less gun control
v000731,M6ax. Summary gun control
v000732,M6a3. R-importance of gun control
v000733,M6b. Gore plcmnt-gun control scale
v000734,M6b1/b2. Gore-strength more/less gun ctl
v000735,M6bx. Summary Gore gun control
v000736,M6b3. Gore-certain gun control placement
v000737,M6c. Bush plcmnt-gun control scale
v000738,M6c1/c2. Bush-strength more/less gun ctl
v000739,M6cx. Summary Bush gun control
v000740,M6c3. Bush-certain gun control placement
v000741a,N1. Fav/opp school voucher program stan
v000741b,N1.E. Fav/opp school voucher program ex
v000742,N1x. Combined versions school vouchers
v000743,N1a/b. Strength fav/opp school vouchers
v000744,N1ax. Summary school vouchers
v000745,N2. R fav/opp English official language
v000746,N3. R interest in school integration
v000747,N3a. Fav/opp gov help school integration
v000748,N4. Fav/opp h-sexual couples adopt chldn
v000749,N5. Fav/opp death penalty
v000750,N5a. How much favor death penalty
v000751,N5b. How much oppose death penalty
v000752,N5x. Summary R position on death penalty
v000753,"P1. Ckpt: FTF/ph, reg/exp."
v000754a,P1a. R plcmnt equal role scale FTF
v000754b,P1a.E. R plcmnt equal role scale
v000755,P1ax. Comb. FTF versions R equal role sc
v000756a,P1a.T. R equal role branch stan
v000756b,P1a.TE. R equal role branch ex
v000757,P1ax.T. Comb. Ph. Versions R eql role br
v000758,P1a1/a2.T. R strength equal roles
v000759,P1a1x1. 5-pt br summary R equal role
v000760,P1a1x2. Comb.7pt/br summ R equal role
v000761,P1b. Gore-equal role scale FTF
v000762,P1b.T. Gore-equal role scale phone
v000763,P1b1/b2.T. Gore-strength equal role
v000764,P1bx1. 5-pt br summary Gore equal role
v000765,P1bx2. Comb.7pt/br summ Gore equal role
v000766,P1c. Bush-equal role scale FTF
v000767,P1c.T. Bush-equal role scale phone
v000768,P1c1/c2.T. Bush-strength equal role
v000769,P1cx1. 5-pt br summary Bush equal role
v000770,P1cx2. Comb.7pt/br summ Bush equal role
v000771,P2a. self placmnt-envir regulation scale
v000772,P2a.T. R-envir regulation branch
v000773,P2a1.T. How much tougher regulation
v000774,P2a2.T. How much are regulatns a burden
v000775,P2ax1. 5-pt br summary R envir regul
v000776,P2ax2. Comb.7pt/br summ R envir regul
v000777,P2aa. How important is envir regulation
v000778,P2b. Gore placmnt-envir regulation scale
v000779,P2b.T. Gore-envir regulation branch
v000780,P2b1.T. Gore-strength tougher regulation
v000781,P2b2.T. Gore-strength regulation burden
v000782,P2bx1. 5-pt br summary Gore envir regul
v000783,P2bx2. Comb.7pt/br summ Gore envir regul
v000784,P2bb. Gore-certain envir regulation
v000785,P2c. Bush placemnt-envir regulation scal
v000786,P2c.T. Bush-envir regulation branch
v000787,P2c1.T. Bush-strength tougher regulation
v000788,P2c2.T. Bush-strength regulation burden
v000789,P2cx1. 5-pt br summary Bush envir regul
v000790,P2cx2. Comb.7pt/br summ Bush envir regul
v000791,P2cc. Bush-certain envir regulation
v000792,P3. R expect to vote in Nov election
v000793,P3a. Who will R vote for President
v000794,P3b. Strength of preference for candidat
v000795,"P3c. If R voted, who would R vote for Pr"
v000796,P3d. Strength of preference for candidat
v000797,P4. Which party will control the House
v000798,P5. Which party will control the Senate
v000799,P6. Interest in fair treatment in jobs
v000800,P6a. Govt should ensure Blacks equ trtme
v000801,P6a1. Strength blacks equal trtmnt jobs
v000802,P6x. Summary blacks equal treatment jobs
v000803,P7. Preferences for blacks in jobs
v000804,P7a. Strength for preference blks jobs
v000805,P7b. Strength against preference blks jo
v000806,P7x. Summary preference for blacks jobs
v000807,Q1. Budget deficit lg/sm since 1992
v000808,Q1a. Deficit much/somewhat smaller
v000809,Q1b. Deficit much/somewhat larger
v000810,Q1x. Summary budget deficit since 1992
v000811,Q2. Spending on poor inc/dec since 1992
v000812,Q2a. How much inc/dec aid to poor
v000813,Q2x. Summary assistance to poor
v000814,Q3. Economy better/worse compared to 19
v000815,Q3a. Economy much/somewhat better
v000816,Q3b. Economy much/somewhat worse
v000817,Q3x. Summary economy since 1992
v000818,Q4. Clinton made economy better/worse
v000819,Q4a. Clinton made econ much/somewhat bet
v000820,Q4b. Clinton made econ much/somewhat wor
v000821,Q4x. Summary Clinton effect on US econ
v000822,Q5. Clinton admin hurt/help R personall
v000823,Q6. U.S. more/less secure since 1992
v000824,Q6a. U.S. much more secure from enemies
v000825,Q6b. U.S much less secure from enemies
v000826,Q6x. Summary US secure from for enemies
v000827,Q7. Clinton made U.S. more/less secure
v000828,Q7a. Clinton made U.S. much/smwhat more
v000829,Q7b. Clinton made U.S. much/smwhat less
v000830,Q7x. Summ- Clinton impact on U.S. securi
v000831,Q8. U.S. crime rate better/worse since
v000832,Q8a. U.S. crime rate much or smwhat bett
v000833,Q8b. U.S. crime rate much or smwhat wors
v000834,Q8x. Summary - U.S. crime rate since 199
v000835,Q9. Clinton made crime rate better/wors
v000836,Q9a. Clinton made crime rate much/smwhat
v000837,Q9b. Clinton made crime rate much/smwhat
v000838,Q9x. Summary - Clinton impact on crime r
v000839,Q10. Moral climate btr/worse since 1992
v000840,Q10a.Moral climate much/smwhat better
v000841,Q10b.Moral climate much/smwhat worse
v000842,Q10x. Summary moral climate since 1992
v000843,Q11. Clinton made moral climate btr/wors
v000844,Q11a.Clinton made moral climate much/swh
v000845,Q11b.Clinton made moral climate much/swh
v000846,Q11x. Summary - Clinton impact on moral
v000847,Q14a. Angry- Clinton affect
v000848,Q14a1. Angry- how oft Clinton affect
v000849,Q14b. Hopeful- Clinton affect
v000850,Q14b1. Hopeful- how oft Clinton affect
v000851,Q14c. Afraid- Clinton affect
v000852,Q14c1. Afraid- how often Clinton affect
v000853,Q14d. Proud- Clinton affect
v000854,Q14d1. Proud- how oft Clinton affect
v000855,Q15a/Q15a.T. Clinton trait-moral
v000856,Q15b/Q15b.T. Clinton trait-really cares
v000857,Q15c/Q15c.T. Clinton trait-knowledgeable
v000858,Q15d/Q15d.T. Clinton trait-strong leader
v000859,Q15e/Q15e.T. Clitnon trait-dishonest
v000860,Q15f/Q15f.T. Clinton trait-intelligent
v000861,Q15g/Q15g.T. Clinton trait-out of touch
v000862,R1. How opinionated is R
v000863,R1a. Fewer or more opinions than avg
v000864,R1a1. How much more opinions than avg
v000865,R1a2. More much fewer opinions than avg
v000866,R1x. Summary degree R opinionated
v000867,R2. Does R like respnsbty for thinking
v000868,R2a. How much like respnbty for thinking
v000869,R2b. How much dislike rsbty for thinking
v000870,R2x. Summary like/dislike thinking
v000871,R3. Like simple or complex problems
v000872,S1. Is religion important to R
v000873,S2. How much guidance from religion
v000874,S3/S3.T. How often does R pray
v000875,S4/S4.T. How often does R read the bible
v000876,S5/S5.T. Bible is word of God or men
v000877,X1. Attend religious services
v000878,X1a. Part of a church or denomination
v000879,X2. Attend religious services how often
v000880,X2a. Attend relig serv > once/week
v000881,X3. Attend church checkpoint
v000882,X3a. Attend protestant/Cath/Jewish/other
v000883,X3b. Belong protestant/Cath/Jewish/other
v000884,X4. Denomination/other specify
v000885,X4(1). (blanked) denomination other
v000886,X4a. Baptist group
v000887,X4b. Independent Baptist group
v000888,X4c. Lutheran group
v000889,X4d. Methodist group
v000890,X4e. Presbyterian group
v000891,X4f. Reformed group
v000892,X4g. Brethren group
v000893,X4h. Christian group
v000894,X4i. Church of Christ group
v000895,X4j. Church of God group
v000896,X4k. (blanked) holiness/pentacostal
v000897,X4a-j. (blanked) other
v000898,X4m. (blanked) other group/denomination
v000899,X4m1. Is other group christian
v000900,X6a. Attend Jewish group
v000901,X6b. Jewish denomination
v000902,X7. Member place of worship
v000903,X8. Born-again christian
v000904,X9x. Religion summary
v000905,Y1(1). Month of birth
v000906,Y1(2). Day of birth (blanked)
v000907,Y1(3). Year of birth
v000908,Y1x. Respondent age
v000909,Y2. Marital status
v000910,Y3. Highest grade completed
v000911,Y3a. Diploma/GED
v000912,Y3b. Highest degree earned
v000913,Y3x. R educ summary
v000914,Y4. Highest grade of partner
v000915,Y4a. Partner diploma/GED
v000916,Y4b. Partner highest degree
v000917,Y4x. Sp educ. Summary
v000918,Y6(1). Assigned employment status
v000919,Y6(2). 2 digit employment status
v000920,Y6(3). 1 digit employment status
v000921,Y9. R unemp: ever worked for pay
v000922,Y10a(1). 2-digit occup
v000922a,Y10a(2). 3-digit occup (blanked)
v000923,Y10a(3). 1-digit occup summary
v000924,Y10a(4). Prestige code (blanked)
v000925,Y10b. R unemp: past industry code
v000926,Y10c. R unemp: past self employed
v000927,Y10d. R unemp: past employed by govt
v000928,Y10e. R unemp: work last 6 months
v000929,Y10f. R unemp: hrs/wk 6 months
v000930,Y10g. R unemp: looking for work now
v000931,Y10h. R unemp: worry about find job
v000932,Y11(1). Retired: month of retirement
v000933,Y11(2). Retired: year of retirement
v000934,Y12a(1). 2-digit occup retired
v000934a,Y12a(2). 3-digit occup (blanked) retired
v000935,Y12a(3). 1-digit occup summary retired
v000936,Y12a(4). Prestige code (blanked) retired
v000937,Y12b. R ret: industry code
v000938,Y12c. R ret: self employed
v000939,Y12d. R ret: employed by govt
v000940,Y12e. R ret: work last 6 months
v000941,Y12f. R ret: hours/wk work 6 months
v000942,Y12g. R ret: working for pay
v000943,Y12h. R ret: looking for work now
v000944,Y12j. R ret: worry about finding job
v000945,Y13. R disabled: ever worked for pay
v000946,Y14a(1). 2-digit occup disabled
v000946a,Y14a(2). 3-digit occup (blanked) disable
v000947,Y14a(3). 1-digit occup summary disabled
v000948,Y14a(4). Prestige code (blanked) disable
v000949,Y14b. R dis: industry code
v000950,Y14c. R dis: self employed
v000951,Y14d. R dis: work for govt
v000952,Y14e. R dis: work last 6 months
v000953,Y14f. R dis: hours/wk work 6 mnths
v000954,Y14g. R dis: working for pay now
v000955,Y14h. R dis: looking for work now
v000956,Y14j. R dis: worry about finding job
v000957,Y15. Homemaker/student: work for pay
v000958,Y15a. Hmk/stu: work last 6 mon
v000959,Y16a(1). 2-digit occup hmk/stu
v000959a,Y16a(2). 3-digit occup (blanked) hmk/stu
v000960,Y16a(3). 1-digit occup summary hmk/stu
v000961,Y16a(4). Prestige code (blanked) hmk/stu
v000962,Y16b. Hmk/stu: industry code
v000963,Y16c. Hmk/stu: self employed
v000964,Y16d. Hmk/stu: worked for govt
v000965,Y16f. Hmk/stu: hrs/wk wrk last 6 months
v000966,Y16h. Hmk/stu: looking for work
v000967,Y16j. Hmk/stu: worry about finding job
v000968,Y7a(1). 2-digit occup R work now
v000968a,Y7a(2). 3-digit occup (blanked) R wk now
v000969,Y7a(3). 1-digit occup summary R work now
v000970,Y7a(4). Prestige code (blanked) R wk now
v000971,Y7b. Work now/TLO: industry code
v000972,Y7c. Work now/TLO: self employed
v000973,Y7d. Work now/TLO: work for govt
v000974,Y7e. Work now/TLO: hours work
v000975,Y7f. Work now/TLO: work hours right
v000976,Y7g. Work now/TLO: worry lose job
v000977,Y7h. Work now: out work/layoff last 6mo
v000978,Y7j. Work now: reduction in hrs/pay
v000979,Y17(1). Stacked - 2 digit occup
v000979a,Y17(1a). Stacked - 3 dig occup (blanked)
v000980,Y17(2). Stacked - 1 digit occup
v000981,Y17(3). Stacked - occ prestige (blanked)
v000982,Y17(4). Stacked - industry
v000983,Y17(5). Stacked - work for self
v000984,Y17(6). Stacked - employed by govt
v000985,Y17(7). Stacked - hours per week
v000986,Y17(8). Stacked - worr abt los/find job
v000987,Y17(9). Stacked - job in past 6 mos.
v000988,Y17(10). Stacked - looking for work
v000989,Y17(11). Stacked - ever work for pay
v000990,Y25. Anyone in HH belong to union
v000991a,Y25a1. Who belongs to union #1
v000991b,Y25a2. Who belongs to union #2
v000991c,Y25a3. Who belongs to union #3
v000992,Y26. IWR chkpt: # of Persons age 14+
v000993,Y27/Y27.T. HH income - others in HH 14+
v000994,Y27x. HH income -all HHs
v000995,Y27a/Y27a.T. R income - others in HH 14+
v000996,Y28/Y28.T. R income - only HH member 14+
v000997,Y28x. R income -all HHs
v000998,Y29. Ever think of self as wrk/mid class
v000999,Y29a. Which one (workng or middle class)
v001000,Y29b. If had to choose class
v001001,Y29c. Middle class- avg or upper
v001002,Y29d. Middle class - feel close to class
v001003,Y29e. Working class - avg or upper
v001004,Y29f. Working class -feel close to class
v001005,Y29x. Soc.class summary
v001006a,Y30(1). Racial group #1 self-description
v001006b,Y30(2). Racial group #2 self-description
v001006c,Y30(3). Racial group #3 self-description
v001007,Y30a. Both parents born in U.S.?
v001008,Y30b(1). Ethnic/nationality group #1
v001009,Y30b(2). Ethnic/nationality group #2
v001010,Y30bx. IWR ckpt: >2 ethnic mentions?
v001010a,Y30bx2. Number of ethnic groups mentione
v001011,Y30c. Choice of ethnic/nationality group
v001012,Y30x/Y31. Spanish or Hispanic descent
v001013,Y31a/Y31a.T. Category of Hispanic descnt
v001014,Z1. Where R grew up-ICPSR st/cntry code
v001015,Z2. FTF- urbanicity where grew up
v001016,Z2.T. Phone -urbanicity where grew up
v001017,Z2a. Phone -urbanicity where grew up
v001018,Z2b. Phone - urbanicity where grew up
v001019,Z2x. Comb. Summary where R grew up
v001020a,Z3(1). Mos. -how long lived in community
v001020b,Z3(2). Yrs. -how long lived in community
v001020c,Z3x. Summ. - how long lived in community
v001021a,Z4(1)/Z4(1).T. Mos.-length resid in home
v001021b,Z4(2)/Z4(1).T. Yrs.-length resid in home
v001021c,Z4x. Summ. - length residence in home
v001022,Z5. Does R family own/rent home
v001023,Z8. Does R have children
v001024,Z8a. How many children R has under 18
v001025,Z8b. R's children under 18 living w/R
v001026a,Z8c(1). Mention 1 minor child age
v001026b,Z8c(2). Mention 2 minor child age
v001026c,Z8c(3). Mention 3 minor child age
v001026d,Z8c(4). Mention 4 minor child age
v001026e,Z8c(5). Mention 5 minor child age
v001026f,Z8c(6). Mention 6 minor child age
v001026g,Z8c(7). Mention 7 minor child age
v001026h,Z8c(8). Mention 8 minor child age
v001027,Z9. How many miles R drives per day
v001028,ZZ0. Education estimate if missed in IW
v001029,ZZ1. IWR obs: R gender
v001030,ZZ2. FTF IWR obs: R race
v001031a,ZZ3(1). FTF: #1 others present during IW
v001031b,ZZ3(2). FTF: #2 others present during IW
v001031c,ZZ3(3). FTF: #3 others present during IW
v001031d,ZZ3(4). FTF: #4 others present during IW
v001031e,ZZ3(5). FTF: #5 others present during IW
v001032,ZZ4. IWR obs: R cooperation
v001033,ZZ5. IWR obs: R informed about politics
v001034,ZZ6. IWR obs: R intelligence
v001035,ZZ7. IWR obs: R suspicious
v001036,ZZ8. IWR obs: R interest in IW
v001037,ZZ9. IWR obs: R sincerity
v001038,ZZ9a. IWR: obs: insincere in what part(b
v001039,ZZ10. IWR obs: R report income correctly
v001040,ZZ10a. IWR obs: est income -surv inc off
v001041a,ZZ11(1). Mention 1 - R reaction to IW
v001041b,ZZ11(2). Mention 2 - R reaction to IW
v001041c,ZZ11(3). Mention 3 - R reaction to IW
v001041d,ZZ11(4). Mention 4 - R reaction to IW
v001041e,ZZ11(5). Mention 5 - R reaction to IW
v001041f,ZZ11(6). Mention 6 - R reaction to IW
v001041g,ZZ11(7). Mention 7 - R reaction to IW
v001041h,ZZ11(8). Mention 8 - R reaction to IW
v001041j,ZZ11(9). Mention 9 - R reaction to IW
v001042,"Pre.Rand.A4/A5. Order-Gore,GWB lik/dis"
v001043,Pre.Rand.C1b. Pos-Gore in therms
v001044,Pre.Rand.C1c. Pos-GW Bush in therms
v001045,Pre.Rand.C1d. Pos-Buchanan in therms
v001046,Pre.Rand.C1e. Pos-Nader in thermoms
v001047,"Pre.Rand.C1f/g. Pos-Mccain, Bradley ther"
v001048,"Pre.Rand.C1h/k. Pos-Cheney,Liebermn ther"
v001049,Pre.Rand.C2. Order-parties in therms
v001050,Pre.Rand.D1/D3. Order-parties in lik/dis
v001051,"Pre.Rand.F1-F3. Order-Gore, GWB, Buchn"
v001052,Pre.Rand.F1a. Pos-angry -Gore affects
v001053,Pre.Rand.F1b. Pos-hopeful -Gore affects
v001054,Pre.Rand.F1c. Pos-afraid -Gore affects
v001055,Pre.Rand.F1d. Pos-proud -Gore affects
v001056,Pre.Rand.F2a. Pos-angry -GW Bush affects
v001057,Pre.Rand.F2b. Pos-hopeful -GWB affects
v001058,Pre.Rand.F2c. Pos-afraid -GWB affects
v001059,Pre.Rand.F2d. Pos-proud -GWB affects
v001060,Pre.Rand.F3a. Pos-angry -Buchnn affects
v001061,Pre.Rand.F3b. Pos-hopeful -Buchnn affcts
v001062,Pre.Rand.F3c. Pos-afraid -Buchnn affcts
v001063,Pre.Rand.F3d. Pos-proud -Buchnn affcts
v001064,"Pre.Rand.G3-G5. Ord-Gore,GWB,Buch lib/co"
v001065,"Pre.Rand.G8-G10.E. Ord-Gore,GWB,Buch lib"
v001066,"Pre.Rand.K2-K4. Ord-Gore,GWB,Buch traits"
v001067,Pre.Rand.K2a. Order-moral -Gore traits
v001068,Pre.Rand.K2b. Order-cares -Gore traits
v001069,Pre.Rand.K2c. Order-knowldg -Gore traits
v001070,Pre.Rand.K2d. Order-leader -Gore traits
v001071,Pre.Rand.K2e. Order-dishon -Gore traits
v001072,Pre.Rand.K2f. Order-intell -Gore traits
v001073,Pre.Rand.K2g. Ord-out touch -Gore traits
v001074,Pre.Rand.K3a. Order-moral -GWB traits
v001075,Pre.Rand.K3b. Order-cares -GWB traits
v001076,Pre.Rand.K3c. Order-knowldg -GWB traits
v001077,Pre.Rand.K3d. Order-leader -GWB traits
v001078,Pre.Rand.K3e. Order-dishon -GWB traits
v001079,Pre.Rand.K3f. Order-intell -GWB traits
v001080,Pre.Rand.K3g. Ord-out touch -GWB traits
v001081,Pre.Rand.K4a. Ord-moral -Buchanan traits
v001082,Pre.Rand.K4b. Ord-cares -Buchanan traits
v001083,Pre.Rand.K4c. Ord-knowl -Buchanan traits
v001084,Pre.Rand.K4d. Ord-leader -Buchann traits
v001085,Pre.Rand.K4e. Ord-dishon -Buchann traits
v001086,Pre.Rand.K4f. Ord-intell -Buchann traits
v001087,Pre.Rand.K4g. Ord-out touch-Buchnn trait
v001088,"Pre.Rand.L1c/L1d. Order-Gore,GWB serv/sp"
v001089,"Pre.Rand.L1e/L1f. Order-Gore,GWB serv/sp"
v001090,"Pre.Rand.L2b/L2c. Order-Gore,GWB def sp"
v001091,Pre.Rand.L2d/L2e. Order-parties defse sp
v001092,"Pre.Rand.L4b/L4c. Order-Gore,GWB guarjob"
v001093,Pre.Rand.L4d/L4e. Order-parties guar job
v001094,"Pre.Rand.L5c/L5d. Ord-Gore,GWB aid blcks"
v001095,Pre.Rand.L5e/L5f. Order-parties aid blks
v001096,Pre.Rand.L7b. Order-welfare -fed spendng
v001097,Pre.Rand.L7c. Order-aids resch-fed spend
v001098,Pre.Rand.L7d. Order-forgn aid -fed spend
v001099,Pre.Rand.L7e. Order-food stps -fed spend
v001100,Pre.Rand.L7f. Order-aid poor -fed spend
v001101,Pre.Rand.L7g. Order-soc sec -fed spend
v001102,Pre.Rand.L7h. Ord-env protect -fed spend
v001103,Pre.Rand.L7j. Ord-publ schls -fed spend
v001104,Pre.Rand.L7k. Ord-deal w/crime-fed spend
v001105,Pre.Rand.L7m. Order-child care-fed spend
v001106,Pre.Rand.L7n. Order-border sec-fed spend
v001107,Pre.Rand.L7p. Order-aid blacks-fed spend
v001108,Pre.Rand.M1b/M1c. Ord-Gore-GWB abortion
v001109,Pre.Rand.M4b/M4c. Ord-Gore-envir/jobs
v001110,Pre.Rand.M6b/M6c. Ord-Gore-gun restrictn
v001111,Pre.Rand.P1b/P1c. Ord-Gore-women's role
v001112,Pre.Rand.P2b/P2c. Ord-Gore-envir reg
v001113,Pre.Rand.Q14a. Ord-angry-Clinton affcts
v001114,Pre.Rand.Q14b. Ord-hopeful-Clinton affct
v001115,Pre.Rand.Q14c. Ord-afraid -Clinton affct
v001116,Pre.Rand.Q14d. Ord-proud-Clinton affcts
v001117,Pre.Rand.Q15a. Ord-moral-Clinton traits
v001118,Pre.Rand.Q15b. Ord-cares-Clinton traits
v001119,Pre.Rand.Q15c. Ord-knowl-Clinton traits
v001120,Pre.Rand.Q15d. Ord-leader-Clinton traits
v001121,Pre.Rand.Q15e. Ord-dishon-Clinton traits
v001122,Pre.Rand.Q15f. Ord-intell-Clinton traits
v001123,Pre.Rand.Q15g. Ord-out touch-Clint trait
v001201,A1. R interest in campaigns
v001202,A2. R watched programs about campaign
v001203,A2a. How many programs R watched about c
v001204,A3. Does R ever discuss politics
v001205,A3a. How often does R discuss politics
v001206,A4. Does R recall names of House candida
