Number,Name
v083110,N1f1. Spending and Services: Dem Pres cand [NEW]
v083110a,N1f1a. Amt more/less spending-services: Dem Pres cand [NEW]
v083110x,N1f1ax. SUMMARY: Dem Pres cand position on serv-spend [NEW]
v083111,N1f2. Spending and Services: Rep Pres cand [NEW]
v083111a,N1f2a. Amt more/less spending-services: Rep Pres cand [NEW]
v083111x,N1f2ax. SUMMARY: Rep Pres cand position on serv-spend [NEW]
v083112,N2a. Defense spending - 7-point scale self [OLD]
v083113,N2b. Importance of defense spending issue to R [OLD]
v083114a,N2c1. Defense spending scale: Dem Pres cand [OLD]
v083114b,N2c2. Defense spending scale: Rep Pres cand [OLD]
v083115,N2d. Defense spending - self [NEW]
v083115a,N2d1. Amount more/less defense spending - self [NEW]
v083115x,N2d1x. SUMMARY: R position on def spend [NEW]
v083116,N2e. Importance of defense spend issue to R [NEW]
v083117,N2f1. Defense spending: Dem Pres cand [NEW]
v083117a,N2f1a. Amt more/less defense spend: Dem Pres cand [NEW]
v083117x,N2f1ax. SUMMARY: Dem Pres cand position on def spend [NEW]
v083118,N2f2. Defense spending: Rep Pres cand [NEW]
v083118a,N2f2a. Amt more/less defense spend: Rep Pres cand [NEW]
v083118x,N2f2ax. SUMMARY: Rep Pres cand position on def spend [NEW]
v083119,N3a. Govt/private medical insur scale: self-placement [OLD]
v083120,N3b. Importance of govt insurance issue to R [OLD]
v083121a,N3c1. Insurance scale: Dem Pres cand [OLD]
v083121b,N3c2. Insurance scale: Rep Pres cand [OLD]
v083122,N3d. Favor/opp prescription drug coverage for seniors [NEW]
v083122a,N3d1. How much favor/opp prescr drug cover for seniors [NEW]
v083122x,N3d1x. SUMMARY: R position on senior prescr drug cover [NEW]
v083123,N3e. Importance of prescript drug coverage for seniors [NEW]
v083124,N3f. Favor/oppose universal health coverage [NEW]
v083124a,N3f1. How much favor/oppose universal health coverage [NEW]
v083124x,N3f1x. SUMMARY: R position on universal health care [NEW]
v083125,N3g. Importance of universal health coverage [NEW]
v083126,N3h1. Dem pres cand favor/opp universal health cover [NEW]
v083126a,N3h1a. How mch Dem Pres cand fav/opp univ health cover [NEW]
v083126x,N3h1ax. SUMMARY: Dem Pres cand posn on univ healthcare [NEW]
v083127,N3h2. Rep pres cand favor/opp universal health cover [NEW]
v083127a,N3h2a. How mch Rep Pres cand fav/opp univ health cover [NEW]
v083127x,N3h2ax. SUMMARY: Rep Pres cand posn on univ healthcare [NEW]
v083128,N4a. Guaranteed job-income scale: self-placement [OLD]
v083129,N4b. Importance of guaranteed job-income issue to [OLD]
v083130a,N4c1. Guar job scale: Dem Pres cand [OLD]
v083130b,N4c2. Guar job scale: Rep Pres cand [OLD]
v083131,N4d. Favor/oppose illegal immigrant work period [NEW]
v083131a,N4d1. How much favor/opp illegal immigrant work period [NEW]
v083131x,N4d1x. SUMMARY: R on illegal immigr work period [NEW]
v083132,N4e. Importance of illegal immigrant work period [NEW]
v083133,N4f. Favor/opp citizenshp process for illeg immigrants [NEW]
v083133a,N4f1. How much favor/oppose citizenship illegals [NEW]
v083133x,N4f1x. SUMMARY: R on illegal immigr citizenship process[NEW]
v083134,N4g. Importance of citizenship illegals issue [NEW]
v083135,N4h1. Dem Pres cand favor/oppose citizenship illegals [NEW]
v083135a,N4h1a. How mch Dem Pres cand fav/opp citznshp illegals [NEW]
v083135x,N4h1ax. SUMMARY: Dem Pres cand on illeg immigr citznshp[NEW]
v083136,N4h2. 2nd pres cand favor/oppose citizenship illegals [NEW]
v083136a,N4h2a. How mch Rep Pres cand fav/opp citznshp illegals [NEW]
v083136x,N4h2ax. SUMMARY: Dem Pres cand on illeg immigr citznshp[NEW]
v083137,N5a. Govt assistance to blacks scale: self-placement
v083138a,N5b1. Importance of aid to blacks issue to R [OLD]
v083138b,N5b2. Importance of aid to blacks issue to R [NEW]
v083139a,N5c1. Aid to blacks Placement: Dem Pres cand
v083139b,N5c2. Aid to blacks Placement: Rep Pres cand
v083140,P1a. Federal Budget Spending: building-repairing highways
v083140a,P1a1. How much increase or decrease spending on highways
v083140x,P1a1x. SUMMARY: increase or decrease spending on highways
v083141,P1b. Federal Budget Spending: Social Security
v083141a,P1b1. How much increase or decrease spend on Soc Security
v083141x,P1b1x. SUMMARY: increase or decrease spend on Soc Security
v083142,P1c. Federal Budget Spending: public schools
v083142a,P1c1. How much increase or decrease spend on public schools
v083142x,P1c1x. SUMMARY: increase or decrease spend on public schools
v083143,P1d. Federal Budget Spending: science and technology
v083143a,P1d1. How much increase/decrease spend on science and techn
v083143x,P1d1x. SUMMARY: increase/decrease spend on science and techn
v083144,P1e. Federal Budget Spending: dealing with crime
v083144a,P1e1. How much increase or decrease spending on crime
v083144x,P1e1x. SUMMARY: increase or decrease spending on crime
v083145,P1f. Federal Budget Spending: welfare programs
v083145a,P1f1. How much increase or decrease spending on welfare
v083145x,P1f1x. SUMMARY: increase or decrease spending on welfare
v083146,P1g. Federal Budget Spending: child care
v083146a,P1g1. How much increase or decrease spending on child care
v083146x,P1g1x. SUMMARY: increase or decrease spending on child care
v083147,P1h. Federal Budget Spending: foreign aid
v083147a,P1h1. How much increase or decrease spending on foreign aid
v083147x,P1h1x. SUMMARY: increase or decrease spending on foreign aid
v083148,P1j. Federal Budget Spending: aid to the poor
v083148a,P1j1. How much increase or decrease spending on aid to poor
v083148x,P1j1x. SUMMARY: increase or decrease spending on aid to poor
v083149,P1k. Federal Budget Spending: border security
v083149a,P1k1. How much increase or decrease spending on border
v083149x,P1k1x. SUMMARY: increase or decrease spending on border
v083150,P1m. Federal Budget Spending: war on terrorism
v083150a,P1m1. How much increase/decrease spendg on war on terrorism
v083150x,P1m1x. SUMMARY: increase/decrease spendg on war on terrorism
v083151,P1n. Federal Budget Spending: protecting the environment
v083151a,P1n1. How much increase or decrease spending on environment
v083151x,P1n1x. SUMMARY: increase or decrease spending on environment
v083152,P2. Statement best agrees with R about graduated tax
v083153,P3. Big companies pay larger or smaller perc of profits
v083154,P4a. Environment vs. jobs tradeoff scale - self-place [OLD]
v083155,P4b. Importance of environment/jobs issue to R [OLD]
v083156a,P4c1. Protect Environment/Jobs: Dem Pres cand [OLD]
v083156b,P4c2. Protect Environment/Jobs: Rep Pres cand [OLD]
v083157,P4d. Favor/oppose lower emission stds [NEW]
v083157a,P4d1. How much favor/oppose lower emission stds [NEW]
v083157x,P4d1x. SUMMARY: favor/oppose lower emission stds [NEW]
v083158,P4e. Importance of emission std issue [NEW]
v083159,P4f1. Favor/oppose lower emission stds: Dem Pres cand [NEW]
v083159a,P4f1a. How much Dem Pres cand fav/opp lower emissions [NEW]
v083159x,P4f1ax. SUMMARY: Dem Pres cand fav/opp lower emissions [NEW]
v083160,P4f2. Favor/oppose lower emission stds: Rep Pres cand [NEW]
v083160a,P4f2a. How much Rep Pres cand fav/opp lower emissions [NEW]
v083160x,P4f2ax. SUMMARY: Rep Pres cand fav/opp lower emissions [NEW]
v083161,P4g. Favor/oppose higher fuel standards [NEW]
v083161a,P4g1. How much favor/oppose higher fuel std [NEW]
v083161x,P4g1x. SUMMARY: favor/oppose higher fuel std [NEW]
v083162,P4h. Favor/oppose higher gas taxes [NEW]
v083162a,P4h1. How much favor/oppose higher tas taxes [NEW]
v083162x,P4h1x. SUMMARY: favor/oppose higher tas taxes [NEW]
v083163,P5. R favor/oppose death penalty
v083163a,P5a. Strength R favors/opposes death penalty
v083163x,P5ax. SUMMARY: favor/oppose death penalty
v083164,P6. Should fed govt make it more difficult to buy a gun
v083164a,P6a1. Importance of gun access issue to R [OLD]
v083164b,P6a2. Importance of gun access issue to R [NEW]
v083165,P6b. Does R have a gun in his or her home or garage
v083166,P7a. Womens role self-placement [OLD]
v083167,P7b. Importance of women's role to R [OLD]
v083168a,P7c1. Women's role scale: Dem Pres cand [OLD]
v083168b,P7c2. Women's role scale: Rep Pres cand [OLD]
v083169,Q1. Does R think will vote this November
v083169a,Q1a. Who does R think will/would vote for President
v083169b,Q1a1. Strength of preference for Pres cand R will/would vote
v083170a,Q2a1a. Black President make R uncomfortable [VERSION R]
v083170b,Q2a1b. Black President make R uncomfortable [VERSION S]
v083170x,Q2a1x. SUMMARY: Black President make R uncomfortable
v083171a,Q2a2a. Black President make R pleased [VERSION R]
v083171b,Q2a2b. Black President make R pleased [VERSION S]
v083171x,Q2a2x. SUMMARY: Black President make R pleased
v083172,Q3. Hope that US has African-American President
v083173,Q4. US ready for African-American President
v083174,R1a. Affect for GW Bush: angry
v083174a,R1a1. How often GW Bush affect angry
v083175,R1b. Affect for GW Bush: hopeful
v083175a,R1b1. How often GW Bush affect
v083176,R1c. Affect for GW Bush: afraid
v083176a,R1c1. How often GW Bush affect
v083177,R1d. Affect for GW Bush: proud
v083177a,R1d1. How often GW Bush affect proud
v083178a,R2a1. President trait: moral [VERSION J]
v083178b,R2a2. President trait: strong leadership [VERSION J]
v083178c,R2a3. President trait: really cares [VERSION J]
v083178d,R2a4. President trait: knowledgeable [VERSION J]
v083178e,R2a5. President trait: intelligent [VERSION J]
v083178f,R2a6. President trait: honest [VERSION J]
v083178g,R2a7. President trait: optimistic [VERSION J]
v083179a,R2b1. President trait: moral [VERSION K]
v083179b,R2b2. President trait: strong leadership [VERSION K]
v083179c,R2b3. President trait: really cares [VERSION K]
v083179d,R2b4. President trait: knowledgeable [VERSION K]
v083179e,R2b5. President trait: intelligent [VERSION K]
v083179f,R2b6. President trait: honest [VERSION K]
v083179g,R2b7. President trait: optimistic [VERSION K]
v083180,R3. U.S. more or less secure than when Pres took office
v083180a,R3a. How much U.S. more/less secure than when Pres took ofc
v083180x,R3ax. SUMMARY: U.S. more/less secure than when Pres took ofc
v083181,W1. Is religion important part of R life
v083182,W2. Religion provides some guidance in day-to-day living
v083183,W3. How often does R pray
v083184,W4. Bible is word of God or men
v083185,X1. Ever attend church/religious services
v083186,X1a. Attend religious services how often
v083186a,X1a1. Attend church more often than once a week
v083187,X3. Ever think of self as part of church or denomination
v083188a,X3a. (Attends church) R major religious group
v083188b,X3b. (Nonattendance) R major religious group
v083188x,X3x. SUMMARY: initial mention major religious group
v083189,X4. Major relig denomination
v083190,X4a. Specific Baptist denomination
v083190a,X4a1. Specific indep. Baptist denomination
v083191,X4b. Specific Lutheran denomination
v083192,X4c. Specific Methodist denomination
v083193,X4d. Specific Presbyterian denomination
v083194,X4e. Specific Reformed denomination
v083195,X4f. Specific Brethren denomination
v083196,X4g. Specific Disciples denomination
v083197,X4h. Specific Church of Christ denomination
v083198,X4j. Specific Church of God denomination
v083199,X4k. Specific Holiness/Pentacostal denomination
v083200,X5a. Specific other denomination
v083201,X5b. Specific other denomination Christian
v083202a,X6a. (Attends) Specific Jewish denomination
v083202b,X6b. (Nonattendance) Specific Jewish denomination
v083202x,X6bx. SUMMARY: Specific Jewish denomination
v083203,X7. R consider self born again
v083204,X8. R belief in transsubstantiation
v083205,X8a. Importance of belief in transsubstantiation [NEW]
v083206,X9. R tried to be good Christian
v083206a,X9a. In what way R tried to be good Christian
v083207a,X10a. Stereotype: whites hardworking
v083207b,X10b. Stereotype: blacks hardworking
v083207c,X10c. Stereotype: Hispanic-Americans hardworking
v083207d,X10d. Stereotype: Asian-Americans hardworking
v083208a,X11a. Stereotype: whites intelligent
v083208b,X11b. Stereotype: blacks intelligent
v083208c,X11c. Stereotype: Hispanic-Americans intelligent
v083208d,X11d. Stereotype: Asian-Americans intelligent
v083209,X12. Sexual orientation of R
v083210,X12a. Sexual orientation of family and friends
v083211,X13. Should laws protect homosexuals against job discrim
v083211a,X13a. How much fav/opp laws protect gays against job discrim
v083211x,X13x. SUMMARY: fav/opp laws protect gays against job discrim
v083212,X14. Should homosexuals serve in U.S. armed forces
v083212a,X14a. Strength favor/opp allowing gays to serve in military
v083212x,X14x. SUMMARY: favor/opp allowing gays to serve in military
v083213,X15. Should homosexual couples be allowed to adopt
v083214,X16. R position on gay marriage
v083215a,Y1a. Birthdate Year
v083215b,Y1b. Birthdate Month
v083215c,Y1c. Birthdate Day
v083215x,Y1x. Age of Respondent
v083216a,Y2a. Marital status [VERSION M]
v083216b,Y2b. Marital status [VERSION N]
v083216x,Y2x. SUMMARY: Marital status
v083217,Y3. Highest grade of school or year of college R completed
v083218a,Y3a. Did R get high school diploma
v083218b,Y3b. Highest degree R has earned
v083219,Y4. Spouse: highest grade or year of college
v083220a,Y4a. Did spouse get high school diploma
v083220b,Y4b. Highest degree spouse has earned
v083221,Y5. Is R or has R ever been in the military
v083222,Y6. Employment status
v083223,Y7a. Initial status Homemaker/student: working now
v083224,Y7b. Initial status Homemaker/student: job in last 6 months
v083225a,Y8a. Initial status retiree - when retired Year
v083225b,Y8b. Initial status retiree - when retired Month
v083225c,Y8c. Initial status retiree - when retired Day
v083226,Y9. Initial status unemployed/disabled: R ever work for pay
v083227,Y10a. Past occupation (R ret/dis/unemp/hmkr/stud)
v083228,Y10c. Past industry (R ret/dis/unemp/hmkr/stud)
v083229,Y10d. Past self-empl status (R ret/dis/unemp/hmkr/stud)
v083230,Y10e. Past occupation: govt work (R ret/dis/unemp/hmkr/std)
v083231,Y11a. Initial status unempl/ret/disabled: job in last 6 mos
v083232,Y12. Past/recent occupation: how many hours worked avg week
v083233,Y13a. Initial status retired/disabled: working now
v083233a,Y14. Init status nonworkg ret/dis/unemp/hmkr/st: look for wk
v083233b,Y15. Init status nonworkg ret/dis/unemp/hmkr/st: worry find
v083234,Y16a. Working/TLO now - occupation
v083235,Y16c. Working/TLO - industry
v083236,Y16d. Working/TLO now - work for self
v083237,Y16e. Working/TLO now - work for govt
v083238,Y16f. Working/TLO now - how many hours R works
v083239,Y16g. Working/TLO now - hours works OK
v083240,Y16h. Working/TLO now: worry about losing job in near future
v083241,Y16j. Working now: out of work or laid off in last 6 mos
v083242,Y16k. Working now: had reduction in work hrs or pay cut
v083244a,Y18a. Spouse/partner working status mention 1
v083244b,Y18b. Spouse/partner working status mention 2
v083244c,Y18c. Spouse/partner working status mention 3
v083245,Y19. Anyone in HH belong to labor union
v083246,Y19a. Who in HH belongs to union
v083247,Y20. IWR INCOME CHECKPOINT- persons in HH age 14 or older
v083248,Y21a. Household income
v083249,Y21b. R income
v083250,Y22. Think of self as belonging to class
v083250a,Y22a. Social Class: Working or Middle
v083250b,Y22b. Social Class: had to choose working/Middle
v083250c,Y23. Social class: average or upper working/middle class
v083251a,Y24a. Race of Respondent
v083251b,Y24b. Race of Respondent
v083251c,Y24c. Race of Respondent
v083251d,Y24d. Race of Respondent
v083251e,Y24e. Race of Respondent
v083252,Y25. Main ethnic or nationality group
v083253,Y26. IWR CHECKPOINT: number of ethnic mentions
v083254,Y26a. Ethnic group most close
v083255,Y27. IWR CHECKPOINT: MENTION ETHNIC HISPANIC
v083256,Y28a. No ethnic mention Hispanic: is R of Hispanic descent
v083256a,Y28b. Hispanic: type Hispanic
v083257,Y29a. Native status of parents
v083258,"Y29b. LATINO Rs: born U.S., Puerto Rico, or some other count"
v083259,Y29c. LATINO Rs: how many grandparents born outside the U.S.
v083260,Y29d. LATINO Rs: country of Latino heritage
v083261,Y29g. LATINO Rs: When did R arrive in U.S.
v083262,Y29h. LATINO Rs: In what year did R become a U.S. citizen
v083263,Y29j. LATINO Rs: language at home
v083264,Y30. Where R grew up
v083265a,Y31a. How many children in HH age 10 and younger
v083265b,Y31b. How many children in HH age 11-17
v083266a,Y32a. How long lived in this community: years
v083266b,Y32b. How long lived in this community - Months
v083267,Y33. Where R lived previously
v083268,Y34. Distance where R used to live (miles)
v083269a,Y35a. How long lived in this dwelling unit: years
v083269b,Y35b. How long lived in this dwelling unit - Months
v083270,Y36a. How many telephone numbers in HH
v083271a,Y36b1. Business use - multiple HH phones
v083271b,Y36b2. Business use - 1 HH phone
v083272a,Y36c1. Computer or fax - multiple phones
v083272b,Y36c2. Computer or fax - 1 phone
v083273a,Y36d1. Answered computer or fax - multiple phones
v083273b,Y36d2. Answered computer or fax - 1 phone
v083274a,Y36f1. Cell phone - multiple HH phones
v083274b,Y36f2. Cell phone - 1 HH phone
v083275a,Y36g1. Cell phone business use - multiple phones
v083275b,Y36g2. Cell phone business use - 1 phone
v083276a,Y36h1. Non-business-only cell phones with use as modem/fax
v083276b,Y36h2. 1 Non-business-only cell phone with use as modem/fax
v083277a,Y36j1. Answered non-bus-only cell phones w/use as modem/fax
v083277b,Y36j2. Answered non-bus-only cell phone w/use as modem/fax
v083278,Y36k. Phone discrepancy
v083279,Y36k1. Phone discrepancy - set number
v083280,Y36x. Verification of landlines
v083281,Y37. Does R family own/rent home
v083301a,ZZ1a. PRE IWR OBS: others present
v083302,ZZ2. PRE IWR OBS: R cooperation
v083303,ZZ3. PRE IWR OBS: R level of information
v083304,ZZ4. PRE IWR OBS: R intelligence
v083305,ZZ5. PRE IWR OBS: R suspicious
v083306,ZZ6. PRE IWR OBS: R interest in IW
v083307,ZZ7. PRE IWR OBS: R sincere
v083308,ZZ8. PRE IWR OBS: places where doubted sincerity
v083309,ZZ9. PRE IWR OBS: R seem to report income accurately
v083309a,ZZ9a. PRE IWR OBS: estimate of family income
v083310,ZZ10. PRE IWR OBS: R age estimate
v083311,ZZ11. PRE IWR OBS: R gender
v083312,ZZ12. PRE IWR OBS: R education estimate
v083313a,ZZ13a. PRE IWR OBS: R reactions to IW
v084001a,PostAdmin.1a. Beginning Date of Post-election IW: month
v084001b,PostAdmin.1b. Beginning Date of Post-election IW: day
v084001c,PostAdmin.1c. Beginning Date of Post-election IW: date MMDD
v084002a,PostAdmin.2a. Ending Date of Post-election IW: month
v084002b,PostAdmin.2b. Ending Date of Post-election IW: day
v084002c,PostAdmin.2c. Ending Date of Post-election IW: date MMDD
v084003a,PostAdmin.3a. No.days since electn: Post-electn IW beg date
v084003b,PostAdmin.3b. No.days since electn: Post-electn IW end date
v084004,PostAdmin.4. Total no. IW sessions: Post-election IW
v084005,PostAdmin.5. Total no. interviewers: Post-election IW
v084006,PostAdmin.6. Version: Post-election IW
v084007,PostAdmin.7. Total no. calls: Post-election
v084008,PostAdmin.8. Interviewer IW number: Post-electn IW (nth IW)
v084009,PostAdmin.9. Mode of interview: Post-election IW
v084010,PostAdmin.10. Length of interview: Post-election IW
v084011,PostAdmin.11. Language of interview: Post-election IW
v084012a,PostAdmin.12a. Interview verification: Post-election IW
v084012b,PostAdmin.12b. Interview evaluation: Post-election IW
v084013,PostAdmin.13. Result (Post-election)
v084014,PostAdmin.14. Interview recorded: Post-election IW
v084015,PostAdmin.15. Respondent payment amount: Post-election IW
v084016,PostAdmin.16. Respondent payment mode: Post-election IW
v084017a,PostAdmin.17a. Refusal made: Post-election IW
v084017b,PostAdmin.17b. Refusal conversion: Post-election IW
v084018,PostAdmin.18. Respondent incentive: Post-election IW
v084019,PostAdmin.19. Beginning time of IW: Post-election IW
v084020,PostAdmin.20. Persuasion letter: Post-election IW
v084021a,PostAdmin.21a. COMMENT:SUMMARY: positive comment
v084021b,PostAdmin.21b. COMMENT:SUMMARY: time-delay comment
v084021c,PostAdmin.21c. COMMENT:SUMMARY: negative comment
v084021d,PostAdmin.21d. COMMENT:SUMMARY: eligibility comment
v084021e,PostAdmin.21e. COMMENT:SUMMARY: privacy comment
v084022a,PostAdmin.22a. Comment: positive - help community
v084022b,PostAdmin.22b. Comment: positive - enjoy surveys
v084022c,PostAdmin.22c. Comment: other positive
v084022d,PostAdmin.22d. Comment: time delay - too busy
v084022e,PostAdmin.22e. Comment: time delay - bad time
v084022f,PostAdmin.22f. Comment: time delay - think about it
v084022g,PostAdmin.22g. Comment: other time delay
v084022h,PostAdmin.22h. Comment: negative - waste of time
v084022j,PostAdmin.22j. Comment: negative - don't trust surveys
v084022k,PostAdmin.22k. Comment: negative - surveys waste money
v084022m,PostAdmin.22m. Comment: negative - never do surveys
v084022n,PostAdmin.22n. Comment: negative - not interested
v084022p,PostAdmin.22p. Comment: other negative
v084022q,PostAdmin.2qa. Comment: eligibility - don't know about topic
v084022r,PostAdmin.22r. Comment: eligibility - no spouse/parn/child
v084022s,PostAdmin.22s. Comment: eligibility - too young/too old
v084022t,PostAdmin.22t. Comment: eligibility - don't vote
v084022u,PostAdmin.22u. Comment: other eligibility
v084022v,PostAdmin.22v. Comment: privacy - personal questions
v084022w,PostAdmin.22w. Comment: privacy - govt knows everything
v084022y,PostAdmin.22y. Comment: other privacy
v084023,PostAdmin.23. DWELLING UNIT: type of structure: Post-electn
v084024,PostAdmin.24. DWELLING UNIT: structure descript: Post-electn
v084024a,PostAdmin.24a. DWELLING UNIT: struct residentl: Post-electn
v084025,PostAdmin.25. DWELLING UNIT: observe urbanicity: Post-electn
v084026a,PostAdmin.26a. DWELLING UNIT: window pol signs: Post-electn
v084026b,PostAdmin.26b. DWELLING UNIT: outside pol signs: Post-electn
v084026c,PostAdmin.26c. DWELLING UNIT: type polit signs: Post-electn
v084027,PostAdmin.27. DWELLING UNIT:SUMMARY:access: Post-election
v084027a,PostAdmin.27a. DWELLING UNIT: bars on windows: Post-election
v084027b,PostAdmin.27b. DWELLING UNIT: crimewtch/secsys: Post-electn
v084027c,PostAdmin.27c. DWELLING UNIT: no trespassing: Post-election
v084027d,PostAdmin.27d. DWELLING UNIT: beware of dog: Post-election
v084027e,PostAdmin.27e. DWELLING UNIT: no solicitors: Post-election
v084027f,PostAdmin.27f. DWELLING UNIT: security door: Post-election
v084027g,PostAdmin.27g. DWELLING UNIT: call guard: Post-election
v084027h,PostAdmin.27h. DWELLING UNIT: access guard: Post-election
v084027j,PostAdmin.27j. DWELLING UNIT: gate guard: Post-election
v084027k,PostAdmin.27k. DWELLING UNIT: staff/manager: Post-election
v084027m,PostAdmin.27m. DWELLING UNIT: no buzzer lockd: Post-election
v084027n,PostAdmin.27n. DWELLING UNIT: buzzer no address: Post-electn
v084027p,PostAdmin.27p. DWELLING UNIT: buzzer w/address: Post-electn
v084027q,PostAdmin.27q. DWELLING UNIT: threateng animal: Post-electn
v084028,PostAdmin.28. DWELLING UNIT:SUMMARY: building: Post-election
v084028a,PostAdmin.28a. DWELLING UNIT: roofing missing: Post-election
v084028b,PostAdmin.28b. DWELLING UNIT: boarded windows: Post-election
v084028c,PostAdmin.28c. DWELLING UNIT: broken windows: Post-election
v084028d,PostAdmin.28d. DWELLING UNIT: missing siding: Post-election
v084028e,PostAdmin.28e. DWELLING UNIT: torn screens: Post-election
v084028f,PostAdmin.28f. DWELLING UNIT: doors off hinges: Post-electn
v084028g,PostAdmin.28g. DWELLING UNIT: peeling paint: Post-election
v084028h,PostAdmin.28h. DWELLING UNIT: broken siding: Post-election
v084028j,PostAdmin.28j. DWELLING UNIT: unkept yard: Post-election
v084028k,PostAdmin.28k. DWELLING UNIT: litter/trash: Post-election
v084029,PostAdmin.29. DWELLING UNIT:SUMMARY: area view: Pist-electn
v084029a,PostAdmin.29a. DWELLING UNIT: area boarded hses: Post-electn
v084029b,PostAdmin.29b. DWELLING UNIT: area graffiti: Post-election
v084029c,PostAdmin.29c. DWELLING UNIT: area aband cars: Post-election
v084029d,PostAdmin.29d. DWELLING UNIT: area demolish hss: Post-electn
v084029e,PostAdmin.29e. DWELLING UNIT: trash in road: Post-election
v084029f,PostAdmin.29f. DWELLING UNIT: trash by bldgs: Post-election
v084029g,PostAdmin.29g. DWELLING UNIT: factories near: Post-election
v084029h,PostAdmin.29h. DWELLING UNIT: stores near: Post-election
v084030,PostAdmin.30. DWELLING UNIT: relative condition: Post-electn
v084251,PostIWR.1. Interviewer ID: Pre-election IW
v084252,PostIWR.2. Interviewer gender: Pre-election IW
v084253,PostIWR.3. Interviewer education: Pre-election IW
v084254,PostIWR.4. Interviewer race: Pre-election IW
v084255,PostIWR.5. Interviewer ethnicity: Pre-election IW
v084256,PostIWR.6. Interviewer languages: Pre-election IW
v084257,PostIWR.7. Interviewer years experience: Pre-election IW
v084258,PostIWR.8. Interviewer age group: Pre-election IW
v084401,PostRandom.1. Forward or reverse coding
v084402,PostRandom.2. VERSION OLD or VERSION NEW subset of questions
v084403,PostRandom.3. Order Presidential candidate thermometers
v084404a,PostRandom.4a. Order CINDY MCCAIN thermometer
v084404b,PostRandom.4b. Order MICHELLE OBAMA cand thermometer
v084404c,PostRandom.4c. Order HOUSE DEMOCRATIC CAND thermometer
v084404d,PostRandom.4d. Order HOUSE REPUBLICAN CAND thermometer
v084404e,PostRandom.4e. Order HOUSE IND/3rd-PARTY CAND thermometer
v084404f,PostRandom.4f. Order SENATE DEMOCRATIC CAND thermometer
v084404g,PostRandom.4g. Order SENATE REPUBLICAN CAND thermometer
v084404h,PostRandom.4h. Order SENATE IND/3rd-PARTY CAND thermometer
v084404j,PostRandom.4j. Order SENATOR 1 thermometer
v084404k,PostRandom.4k. Order SENATOR 2 thermometer
v084404m,PostRandom.4m. Order SENATOR NOT RUNNING thermometer
v084404n,PostRandom.4n. Order 2nd DEMOCRATIC SENATE CAND thermometer
v084404p,PostRandom.4p. Order 2nd REPUBLICAN SENATE CAND thermometer
v084404q,PostRandom.4q. Order JOE BIDEN thermometer
v084404r,PostRandom.4r. Order SARAH PALIN thermometer
v084404s,PostRandom.4s. Order HILLARY CLINTON thermometer
v084405a,PostRandom.5a. Order HISPANICS thermometer
v084405b,PostRandom.5b. Order CHRISTIAN FUNDAMENTALISTS thermometer
v084405c,PostRandom.5c. Order CATHOLICS thermometer
v084405d,PostRandom.5d. Order FEMINISTS thermometer
v084405e,PostRandom.5e. Order FEDERAL GOVERNMENT thermometer
v084405f,PostRandom.5f. Order JEWS thermometer
v084405g,PostRandom.5g. Order LIBERALS thermometer
v084405h,PostRandom.5h. Order MIDDLE CLASS thermometer
v084405j,PostRandom.5j. Order LABOR UNIONS thermometer
v084405k,PostRandom.5k. Order POOR PEOPLE thermometer
v084405m,PostRandom.5m. Order MILITARY thermometer
v084405n,PostRandom.5n. Order BIG BUSINESS thermometer
v084405p,PostRandom.5p. Order PEOPLE ON WELFARE thermometer
v084405q,PostRandom.5q. Order CONSERVATIVES thermometer
v084405r,PostRandom.5r. Order WORKING CLASS thermometer
v084405s,PostRandom.5s. Order ENVIRONMENTALISTS thermometer
v084405t,PostRandom.5t. Order U.S. SUPREME COURT thermometer
v084405u,PostRandom.5u. Order GAYS AND LESBIANS thermometer
v084405v,PostRandom.5v. Order ASIAN-AMERICANS thermometer
v084405w,PostRandom.5w. Order CONGRESS thermometer
v084405y,PostRandom.5y. Order BLACKS thermometer
v084405z,PostRandom.5z. Order SOUTHERNERS thermometer
v084406a,PostRandom.6a. Order ILLEGAL IMMIGRANTS thermometer
v084406b,PostRandom.6b. Order RICH PEOPLE thermometer
v084406c,PostRandom.6c. Order WHITES thermometer
v084406d,PostRandom.6d. Order ISRAEL thermometer
v084406e,PostRandom.6e. Order MUSLIMS thermometer
v084406f,PostRandom.6f. Order HINDUS thermometer
v084406g,PostRandom.6g. Order CHRISTIANS thermometer
v084406h,PostRandom.6h. Order ATHEISTS thermometer
v084407a,PostRandom.7a. Order US policy goal: prevent nuclear weapons
v084407b,PostRandom.7b. Order U.S. policy goal: promote human rights
v084407c,PostRandom.7c. Order U.S. policy goal: strengthen U.N.
v084407d,PostRandom.7d. Order U.S. policy goal: combat world hunger
v084407e,PostRandom.7e. Order U.S. policy goal: protect U.S. jobs
v084407f,PostRandom.7f. Order U.S. policy goal: promote democracy
v084407g,PostRandom.7g. Order U.S. policy goal: reduce illegal immigr
v084407h,PostRandom.7h. Order U.S. policy goal: promote market econ
v084407j,PostRandom.7j. Order U.S. policy goal: combat intl terrorism
v084408,PostRandom.8. Order Presidential cand liberal-conservative
v084409,PostRandom.9. Order Presidential candidate abortion placemt
v084410,PostRandom.10. Order House cand abortion placements
v084411,PostRandom.11. Order party abortion placements
v084412a,PostRandom.12a. Order abortion scenario: nonfatal hlth risk
