,id,label,value
1293,v043085a,Liberal,1
2267,v043085a,Conservative,3
3177,v043085a,Moderate (VOL),5
4160,v043085a,Don't know,8
5104,v043085a,(No Data),.
1294,v043086,Liberal,1
2268,v043086,Moderate,3
3178,v043086,Conservative,5
4161,v043086,Refused to choose,7
5105,v043086,Don't know,8
1295,v043087,Extremely liberal,1
2269,v043087,Liberal,2
3179,v043087,Slightly liberal,3
4162,v043087,Moderate;middle of the road,4
5106,v043087,Slightly conservative,5
687,v043087,Conservative,6
770,v043087,Extremely conservative,7
841,v043087,Don't know,8
930,v043087,Refused,9
1296,v043088,Extremely liberal,1
2270,v043088,Liberal,2
3180,v043088,Slightly liberal,3
4163,v043088,Moderate;middle of the road,4
5107,v043088,Slightly conservative,5
688,v043088,Conservative,6
771,v043088,Extremely conservative,7
842,v043088,Don't know,8
931,v043088,Refused,9
1297,v043089,Extremely liberal,1
2271,v043089,Liberal,2
3181,v043089,Slightly liberal,3
4164,v043089,Moderate;middle of the road,4
5108,v043089,Slightly conservative,5
689,v043089,Conservative,6
772,v043089,Extremely conservative,7
843,v043089,Don't know,8
932,v043089,Refused,9
1298,v043090,Extremely liberal,1
2272,v043090,Liberal,2
3182,v043090,Slightly liberal,3
4165,v043090,Moderate;middle of the road,4
5109,v043090,Slightly conservative,5
690,v043090,Conservative,6
773,v043090,Extremely conservative,7
844,v043090,Don't know,8
933,v043090,Refused,9
1299,v043091,Extremely liberal,1
2273,v043091,Liberal,2
3183,v043091,Slightly liberal,3
4166,v043091,Moderate;middle of the road,4
5110,v043091,Slightly conservative,5
692,v043091,Conservative,6
774,v043091,Extremely conservative,7
845,v043091,Don't know,8
934,v043091,Refused,9
1300,v043092,Care a good deal,1
2274,v043092,Don't care very much,3
3184,v043092,Don't know,8
1301,v043093,John Kerry,1
2275,v043093,George W. Bush,3
3185,v043093,Ralph Nader,5
4167,v043093,Other (SPECIFY) (VOL),7
5111,v043093,Don't know,8
693,v043093,Refused,9
1302,v043094,Will be close - DK winner,0
2276,v043094,Will be close - Kerry will win,11
3186,v043094,Will be close - Bush will win,12
4168,v043094,Will be close - Nader will win,13
5112,v043094,Will be close - other candidate will win,14
694,v043094,Win by quite a bit - Kerry,25
775,v043094,Win by quite a bit - Bush,26
846,v043094,Win by quite a bit - Nader,27
935,v043094,Win by quite a bit - other candidate,28
1026,v043094,Win by quite a bit - DK who,29
11100,v043094,Don't know,88
1314,v043094,(No Data),.
1303,v043095,John Kerry,1
2277,v043095,George W. Bush,3
3187,v043095,Ralph Nader,5
4169,v043095,Other (SPECIFY) (VOL),7
5113,v043095,Don't know,8
1304,v043096,Will be close - DK winner,0
2278,v043096,Will be close - Kerry will win,11
3188,v043096,Will be close - Bush will win,12
4170,v043096,Will be close - Nader will win,13
5114,v043096,Will be close - other candidate will win,14
695,v043096,Win by quite a bit - Kerry,25
776,v043096,Win by quite a bit - Bush,26
847,v043096,Win by quite a bit - Nader,27
936,v043096,Win by quite a bit - other candidate,28
1027,v043096,Win by quite a bit - DK who,29
11101,v043096,Don't know,88
12100,v043096,Refused,89
1305,v043097,Gotten better,1
2279,v043097,Stayed about the same,3
3189,v043097,Gotten worse,5
4171,v043097,Don't know,8
5115,v043097,Refused,9
1306,v043098,Much better,1
2280,v043098,Somewhat better,2
3190,v043098,Same (3 in F1),3
4172,v043098,Somewhat worse,4
5116,v043098,Much worse,5
696,v043098,(No Data),.
1307,v043099,Get better,1
2281,v043099,Stay about the same,3
3191,v043099,Get worse,5
4173,v043099,Don't know,8
5117,v043099,Refused,9
1308,v043100,Much better,1
2282,v043100,Somewhat better,2
3192,v043100,Same (3 in F2),3
4174,v043100,Somewhat worse,4
5118,v043100,Much worse,5
697,v043100,Don't know,8
777,v043100,(No Data),.
1309,v043101,Better,1
2283,v043101,Stayed same,3
3193,v043101,Worse,5
5119,v043101,Don't know,8
1315,v043102,Much better,1
2284,v043102,Somewhat better,2
3194,v043102,Same (3 in F3),3
4175,v043102,Somewhat worse,4
5120,v043102,Much worse,5
698,v043102,Don't know,8
778,v043102,(No Data),.
1316,v043103,More unemployment,1
2285,v043103,About the same,3
3195,v043103,Less unemployment,5
5121,v043103,Don't know,8
699,v043103,Refused,9
1317,v043104,Better,1
2286,v043104,Stayed same,3
3196,v043104,Worse,5
5122,v043104,Don't know,8
6100,v043104,Refused,9
1318,v043105,Much better,1
2287,v043105,Somewhat better,2
3197,v043105,Same (3 in F5),3
4176,v043105,Somewhat worse,4
5123,v043105,Much worse,5
6101,v043105,(No Data),.
1319,v043106,Higher inflation,1
2288,v043106,About the same,3
3198,v043106,Lower inflation,5
5124,v043106,Don't know,8
6102,v043106,Refused,9
1320,v043107,U.S. should solve with diplomacy and international press,1
779,v043107,U.S. must be ready to use military force,7
848,v043107,Haven't thought much about this,80
937,v043107,Don't know,88
1028,v043107,Refused,89
1321,v043108,Extremely important,1
2289,v043108,Very important,2
3199,v043108,Somewhat important,3
4177,v043108,Not too important,4
5125,v043108,Not at all important,5
6103,v043108,Don't know,8
780,v043108,Refused,9
1322,v043109,Democrats,1
2290,v043109,Republicans,3
3200,v043109,Wouldn't be much difference between them/no difference,5
4178,v043109,Neither party (VOL),7
5126,v043109,Don't know,8
6104,v043109,Refused,9
1323,v043110,Democrats,1
2291,v043110,Republicans,3
3201,v043110,About the same by both,5
4179,v043110,Neither party (VOL),7
5127,v043110,Don't know,8
6105,v043110,Refused,9
1324,v043111,Democrats,1
2292,v043111,Republicans,3
3202,v043111,About the same by both,5
4180,v043111,Neither party (VOL),7
5128,v043111,Don't know,8
6106,v043111,Refused,9
1325,v043112,Weaker,1
2293,v043112,Stayed about the same,3
3203,v043112,Stronger,5
4181,v043112,Don't know,8
5129,v043112,Refused,9
1326,v043113,Agree,1
2294,v043113,Disagree,5
3204,v043113,Don't know,8
4182,v043113,Refused,9
1327,v043114,Republican,1
2295,v043114,Democrat,2
3205,v043114,Independent,3
4183,v043114,Other party (SPECIFY),4
5130,v043114,No preference,5
6107,v043114,Don't know,8
781,v043114,Refused,9
1328,v043114a,Strong,1
2296,v043114a,Not very strong,5
3206,v043114a,Don't know,8
4184,v043114a,Refused,9
5131,v043114a,(No Data),.
1329,v043115,Closer to Republican,1
2297,v043115,Neither (VOL),3
3207,v043115,Closer to Democratic,5
4185,v043115,Don't know,8
5132,v043115,(No Data),.
1330,v043116,Strong Democrat (2/1/.),0
2298,v043116,Weak Democrat (2/5-8-9/.),1
3208,v043116,Independent-Democrat (3-4-5/./5),2
4186,v043116,Independent-Independent,3
5133,v043116,Independent-Republican (3-4-5/./1),4
6108,v043116,Weak Republican (1/5-8-9/.),5
782,v043116,Strong Republican (1/1/.),6
849,v043116,Other;minor party;refuses to say,7
938,v043116,Apolitical (5/./3-8-9 if apolitical),8
1029,v043116,DK (8/./.),9
1331,v043117,Extremely well,1
2299,v043117,Quite well,2
3209,v043117,Not too well,3
4187,v043117,Not well at all,4
5134,v043117,Don't know,8
6109,v043117,Refused,9
1332,v043118,Extremely well,1
2300,v043118,Quite well,2
3210,v043118,Not too well,3
4188,v043118,Not well at all,4
5135,v043118,Don't know,8
6110,v043118,Refused,9
1333,v043119,Extremely well,1
2301,v043119,Quite well,2
3211,v043119,Not too well,3
4189,v043119,Not well at all,4
5136,v043119,Don't know,8
6111,v043119,Refused,9
1334,v043120,Extremely well,1
2302,v043120,Quite well,2
3212,v043120,Not too well,3
4190,v043120,Not well at all,4
5137,v043120,Don't know,8
6112,v043120,Refused,9
1335,v043121,Extremely well,1
2303,v043121,Quite well,2
3213,v043121,Not too well,3
4191,v043121,Not well at all,4
5138,v043121,Don't know,8
6113,v043121,Refused,9
1336,v043122,Extremely well,1
2304,v043122,Quite well,2
3214,v043122,Not too well,3
4192,v043122,Not well at all,4
5139,v043122,Don't know,8
6114,v043122,Refused,9
1337,v043123,Extremely well,1
2305,v043123,Quite well,2
3215,v043123,Not too well,3
4193,v043123,Not well at all,4
5140,v043123,Don't know,8
6115,v043123,Refused,9
1338,v043124,Extremely well,1
2306,v043124,Quite well,2
3216,v043124,Not too well,3
4194,v043124,Not well at all,4
5141,v043124,Don't know,8
6116,v043124,Refused,9
1339,v043125,Extremely well,1
2307,v043125,Quite well,2
3217,v043125,Not too well,3
4195,v043125,Not well at all,4
5142,v043125,Don't know,8
6117,v043125,Refused,9
1340,v043126,Extremely well,1
2308,v043126,Quite well,2
3218,v043126,Not too well,3
4196,v043126,Not well at all,4
5143,v043126,Don't know,8
6118,v043126,Refused,9
1341,v043127,Extremely well,1
2309,v043127,Quite well,2
3219,v043127,Not too well,3
4197,v043127,Not well at all,4
5144,v043127,Don't know,8
6119,v043127,Refused,9
1342,v043128,Extremely well,1
2318,v043128,Quite well,2
3220,v043128,Not too well,3
4198,v043128,Not well at all,4
5145,v043128,Don't know,8
6120,v043128,Refused,9
1343,v043129,Extremely well,1
2319,v043129,Quite well,2
3221,v043129,Not too well,3
4199,v043129,Not well at all,4
5146,v043129,Don't know,8
6121,v043129,Refused,9
1344,v043130,Extremely well,1
2320,v043130,Quite well,2
3222,v043130,Not too well,3
4200,v043130,Not well at all,4
5147,v043130,Don't know,8
6122,v043130,Refused,9
1345,v043131,Worth it,1
2321,v043131,Not worth it,5
3223,v043131,Don't know,8
4201,v043131,Refused,9
1346,v043132,Approve,1
2322,v043132,Disapprove,5
3224,v043132,Don't know,8
4202,v043132,Refused,9
1347,v043133,Approve strongly,1
2323,v043133,Approve not strongly,2
3225,v043133,Disapprove not strongly,4
4203,v043133,Disapprove strongly,5
5148,v043133,Don't know,8
6123,v043133,(No Data),.
1348,v043134,Worth it,1
2324,v043134,Not worth it,5
3226,v043134,Don't know,8
4204,v043134,Refused,9
1349,v043135,Increased,1
2325,v043135,Decreased,3
3227,v043135,Stayed about the same,5
4205,v043135,Don't know,8
5149,v043135,Refused,9
1350,v043136,Govt should provide many fewer services,1
783,v043136,Govt should provide many more services,7
850,v043136,Haven't thought much about this,80
939,v043136,Don't know,88
1351,v043137,Extremely important,1
2326,v043137,Very important,2
3228,v043137,Somewhat important,3
4206,v043137,Not too important,4
5150,v043137,Not at all important,5
6124,v043137,Don't know,8
784,v043137,Refused,9
1352,v043138,Govt should provide many fewer services,1
785,v043138,Govt should provide many more services,7
851,v043138,Don't know,8
940,v043138,Refused,9
1353,v043139,Govt should provide many fewer services,1
786,v043139,Govt should provide many more services,7
852,v043139,Don't know,8
941,v043139,Refused,9
1354,v043140,Govt should provide many fewer services,1
787,v043140,Govt should provide many more services,7
853,v043140,Don't know,8
942,v043140,Refused,9
1355,v043141,Govt should provide many fewer services,1
788,v043141,Govt should provide many more services,7
854,v043141,Don't know,8
943,v043141,Refused,9
1356,v043142,Govt should decrease defense spending,1
789,v043142,Govt should increase defense spending,7
855,v043142,Haven't thought much about this,80
944,v043142,Don't know,88
1357,v043143,Extremely important,1
2327,v043143,Very important,2
3229,v043143,Somewhat important,3
4207,v043143,Not too important,4
5151,v043143,Not at all important,5
6125,v043143,Don't know,8
790,v043143,Refused,9
1358,v043144,Govt should decrease defense spending,1
791,v043144,Govt should increase defense spending,7
856,v043144,Don't know,8
945,v043144,Refused,9
1359,v043145,Govt should decrease defense spending,1
792,v043145,Govt should increase defense spending,7
857,v043145,Don't know,8
946,v043145,Refused,9
1360,v043146,Govt should decrease defense spending,1
793,v043146,Govt should increase defense spending,7
858,v043146,Don't know,8
947,v043146,Refused,9
1361,v043147,Govt should decrease defense spending,1
794,v043147,Govt should increase defense spending,7
859,v043147,Don't know,8
948,v043147,Refused,9
1362,v043148,Favor,1
2328,v043148,Oppose,3
3230,v043148,Other/neither/depends {SPECIFY},5
4208,v043148,Haven't thought about,7
5152,v043148,Don't know,8
1363,v043149,Favored strongly,1
2329,v043149,Favored not strongly,2
3231,v043149,Opposed not strongly,4
4209,v043149,Opposed strongly,5
5153,v043149,Haven't thought about it (7 in N3),0
6126,v043149,Other/neither/depends (5 in N3),7
795,v043149,Don't know,8
860,v043149,(No Data),.
1364,v043150,Govt insurance plan,1
796,v043150,Private insurance plan,7
862,v043150,Haven't thought much,80
949,v043150,Don't know,88
1030,v043150,Refused,89
1365,v043151,Extremely important,1
2330,v043151,Very important,2
3232,v043151,Somewhat important,3
4210,v043151,Not too important,4
5154,v043151,Not at all important,5
6127,v043151,Don't know,8
1366,v043152,Govt should see to jobs and standard of living,1
797,v043152,Govt should let each person get ahead on own,7
863,v043152,Haven't thought much about this,80
950,v043152,Don't know,88
1367,v043153,Extremely important,1
2331,v043153,Very important,2
3233,v043153,Somewhat important,3
4211,v043153,Not too important,4
5155,v043153,Not at all important,5
6128,v043153,Don't know,8
798,v043153,Refused,9
1368,v043154,Govt should see to jobs and standard of living,1
799,v043154,Govt should let each person get ahead on own,7
864,v043154,Don't know,8
951,v043154,Refused,9
1369,v043155,Govt should see to jobs and standard of living,1
7100,v043155,Govt should let each person get ahead on own,7
865,v043155,Don't know,8
952,v043155,Refused,9
1370,v043156,Govt should see to jobs and standard of living,1
7101,v043156,Govt should let each person get ahead on own,7
866,v043156,Don't know,8
953,v043156,Refused,9
1371,v043157,Govt should see to jobs and standard of living,1
7102,v043157,Govt should let each person get ahead on own,7
867,v043157,Don't know,8
954,v043157,Refused,9
1372,v043158,Govt should help blacks,1
7103,v043158,Blacks should help themselves,7
868,v043158,Haven't thought much about this,80
955,v043158,Don't know,88
1031,v043158,Refused,89
1373,v043159,Extremely important,1
2332,v043159,Very important,2
3234,v043159,Somewhat important,3
4212,v043159,Not too important,4
5156,v043159,Not at all important,5
6129,v043159,Don't know,8
7104,v043159,Refused,9
1374,v043160,Govt should help blacks,1
7105,v043160,Blacks should help themselves,7
869,v043160,Don't know,8
956,v043160,Refused,9
1375,v043161,Govt should help blacks,1
7106,v043161,Blacks should help themselves,7
870,v043161,Don't know,8
957,v043161,Refused,9
1376,v043162,Govt should help blacks,1
7107,v043162,Blacks should help themselves,7
871,v043162,Don't know,8
958,v043162,Refused,9
1377,v043163,Govt should help blacks,1
7108,v043163,Blacks should help themselves,7
872,v043163,Don't know,8
959,v043163,Refused,9
1378,v043164,Increased,1
2333,v043164,Decreased,3
3235,v043164,Kept about the same,5
4213,v043164,Cut out entirely (VOL),7
5157,v043164,Don't know,8
6130,v043164,Refused,9
1379,v043165,Increased,1
2334,v043165,Decreased,3
3236,v043165,Kept about the same,5
4214,v043165,Cut out entirely (VOL),7
5158,v043165,Don't know,8
6131,v043165,Refused,9
1380,v043166,Increased,1
2335,v043166,Decreased,3
3237,v043166,Kept about the same,5
4215,v043166,Cut out entirely (VOL),7
5159,v043166,Don't know,8
6132,v043166,Refused,9
1381,v043167,Increased,1
2336,v043167,Decreased,3
3238,v043167,Kept about the same,5
4216,v043167,Cut out entirely (VOL),7
5160,v043167,Don't know,8
6133,v043167,Refused,9
1382,v043168,Increased,1
2337,v043168,Decreased,3
3239,v043168,Kept about the same,5
4217,v043168,Cut out entirely (VOL),7
5161,v043168,Don't know,8
6134,v043168,Refused,9
1383,v043169,Increased,1
2338,v043169,Decreased,3
3240,v043169,Kept about the same,5
4218,v043169,Cut out entirely (VOL),7
5162,v043169,Don't know,8
6135,v043169,Refused,9
1384,v043170,Increased,1
2339,v043170,Decreased,3
3241,v043170,Kept about the same,5
4219,v043170,Cut out entirely (VOL),7
5163,v043170,Don't know,8
6136,v043170,Refused,9
1385,v043171,Increased,1
2340,v043171,Decreased,3
3242,v043171,Kept about the same,5
4220,v043171,Cut out entirely (VOL),7
5164,v043171,Don't know,8
6137,v043171,Refused,9
1386,v043172,Increased,1
2341,v043172,Decreased,3
3243,v043172,Kept about the same,5
4221,v043172,Cut out entirely (VOL),7
5165,v043172,Don't know,8
6138,v043172,Refused,9
1387,v043173,Increased,1
2342,v043173,Decreased,3
3244,v043173,Kept about the same,5
4222,v043173,Cut out entirely (VOL),7
5166,v043173,Don't know,8
6139,v043173,Refused,9
1388,v043174,Increased,1
2343,v043174,Decreased,3
3245,v043174,Kept about the same,5
4223,v043174,Cut out entirely (VOL),7
5167,v043174,Don't know,8
6140,v043174,Refused,9
1389,v043175,More than should pay,1
2344,v043175,About right,3
3246,v043175,Less than should pay,5
4224,v043175,Don't pay at all {VOL},7
5168,v043175,Don't know,8
6141,v043175,Refused,9
1390,v043176,More than should pay,1
2345,v043176,About right,3
3247,v043176,Less than should pay,5
4225,v043176,Don't pay at all {VOL},7
5169,v043176,Don't know,8
6142,v043176,Refused,9
1391,v043177,More than should pay,1
2346,v043177,About right,3
3248,v043177,Less than should pay,5
4226,v043177,Don't pay at all {VOL},7
5170,v043177,Don't know,8
6143,v043177,Refused,9
1392,v043178,Favor,1
2347,v043178,Oppose,5
3249,v043178,Don't know,8
4227,v043178,Refused,9
1393,v043179,Favor strongly,1
2348,v043179,Favor not strongly,2
3250,v043179,Oppose not strongly,4
4228,v043179,Oppose strongly,5
5171,v043179,Don't know,8
6144,v043179,Refused,9
7109,v043179,(No Data),.
1394,v043180,Favor,1
2349,v043180,Oppose,5
3251,v043180,Don't know,8
4229,v043180,Refused,9
1395,v043181,Favor strongly,1
2350,v043181,Favor not strongly,2
3252,v043181,Oppose not strongly,4
4230,v043181,Oppose strongly,5
5172,v043181,Don't know,8
6145,v043181,(No Data),.
1396,v043182,"Protect environment, even if it costs jobs",1
7111,v043182,Jobs & standard of living more important,7
873,v043182,Haven't thought much about this,80
960,v043182,Don't know,88
1032,v043182,Refused,89
1397,v043183,Extremely important,1
2351,v043183,Very important,2
3253,v043183,Somewhat important,3
4231,v043183,Not too important,4
5173,v043183,Not at all important,5
6146,v043183,Don't know,8
7112,v043183,Refused,9
1398,v043184,"Protect environment, even if it costs jobs",1
7113,v043184,Jobs & standard of living more important,7
874,v043184,Don't know,8
962,v043184,Refused,9
1399,v043185,"Protect environment, even if it costs jobs",1
7114,v043185,Jobs & standard of living more important,7
875,v043185,Don't know,8
963,v043185,Refused,9
1400,v043186,Favor,1
2352,v043186,Oppose,5
3254,v043186,Don't know,8
4232,v043186,Refused,9
1401,v043187,Favor strongly,1
2353,v043187,Favor not strongly,2
3255,v043187,Oppose not strongly,4
4233,v043187,Oppose strongly,5
5174,v043187,Don't know,8
6147,v043187,(No Data),.
1402,v043188,More difficult,1
2354,v043188,Make it easier,3
3256,v043188,Keep these rules about the same,5
4234,v043188,Don't know,8
5175,v043188,Refused,9
1403,v043189,A lot more difficult,1
2355,v043189,Somewhat more difficult,2
3257,v043189,About the same (5 in P5a),3
4235,v043189,Somewhat easier,4
5176,v043189,A lot easier,5
6148,v043189,(No Data),.
1404,v043190,Extremely important,1
2356,v043190,Very important,2
3258,v043190,Somewhat important,3
4236,v043190,Not too important,4
5177,v043190,Not at all important,5
6149,v043190,Don't know,8
7115,v043190,Refused,9
1405,v043191,More difficult,1
2357,v043191,Make it easier,3
3259,v043191,Keep these rules about the same,5
4237,v043191,Don't know,8
5178,v043191,Refused,9
1406,v043192,A lot more difficult,1
2358,v043192,Somewhat more difficult,2
3260,v043192,About the same (5 in P5b),3
4238,v043192,Somewhat easier,4
5179,v043192,A lot easier,5
6150,v043192,Don't know,8
7116,v043192,(No Data),.
1407,v043193,More difficult,1
2359,v043193,Make it easier,3
3261,v043193,Keep these rules about the same,5
4239,v043193,Don't know,8
5180,v043193,Refused,9
1408,v043194,A lot more difficult,1
2360,v043194,Somewhat more difficult,2
3262,v043194,About the same (5 in P5c),3
4240,v043194,Somewhat easier,4
5181,v043194,A lot easier,5
6151,v043194,Don't know,8
7117,v043194,(No Data),.
1409,v043195,Yes,1
2361,v043195,No,5
3263,v043195,Don't know,8
4241,v043195,Refused,9
1413,v043196,Women and men should have equal roles,1
7118,v043196,A woman's place is in the home,7
876,v043196,Haven't thought much about this,80
964,v043196,Don't know,88
1414,v043197,Extremely important,1
2362,v043197,Very important,2
3264,v043197,Somewhat important,3
4242,v043197,Not too important,4
5182,v043197,Not at all important,5
6152,v043197,Don't know,8
1415,v043198,Women and men should have equal roles,1
7119,v043198,A woman's place is in the home,7
877,v043198,Don't know,8
965,v043198,Refused,9
1416,v043199,Women and men should have equal roles,1
7120,v043199,A woman's place is in the home,7
878,v043199,Don't know,8
966,v043199,Refused,9
1417,v043200,Women and men should have equal roles,1
7121,v043200,A woman's place is in the home,7
879,v043200,Don't know,8
967,v043200,Refused,9
1418,v043201,Women and men should have equal roles,1
7122,v043201,A woman's place is in the home,7
880,v043201,Don't know,8
968,v043201,Refused,9
1419,v043202,Yes,1
2363,v043202,No,5
3265,v043202,Don't know,8
4243,v043202,Refused,9
1420,v043203,John Kerry,1
2364,v043203,George W. Bush,2
3266,v043203,Ralph Nader,3
4244,v043203,"None (if voter, will not vote for president) (VOL)",5
5183,v043203,Other (SPECIFY),7
6153,v043203,Don't know,8
7123,v043203,Refused,9
881,v043203,(No Data),.
1421,v043204,No preference,0
2365,v043204,Not strong - Kerry,11
3267,v043204,Not strong - Bush,12
4245,v043204,Not strong - Nader,13
5184,v043204,Not strong - other candidate,14
6154,v043204,Strong - Kerry,25
7124,v043204,Strong - Bush,26
882,v043204,Strong - Nader,27
969,v043204,Strong - other candidate,28
1033,v043204,(No Data),.
1422,v043205,Extremely good,1
2366,v043205,Very good,2
3268,v043205,Somewhat good,3
4246,v043205,Not very good,4
5185,v043205,Don't feel anything (VOL),7
6155,v043205,Don't know,8
7125,v043205,Refused,9
883,v043205,(No Data),.
1423,v043206,Agree,1
2367,v043206,Neither agree nor disagree,3
3269,v043206,Disagree,5
4247,v043206,Don't know,8
5186,v043206,Refused,9
6156,v043206,(No Data),.
1424,v043207,Agree,1
2368,v043207,Neither agree nor disagree,3
3270,v043207,Disagree,5
4248,v043207,Don't know,8
5187,v043207,Refused,9
6157,v043207,(No Data),.
1425,v043208,Extremely strong,1
2369,v043208,Very strong,2
3271,v043208,Somewhat strong,4
4249,v043208,Not very strong,5
5188,v043208,Refused,9
6158,v043208,(No Data),.
1426,v043209,Extremely important,1
2370,v043209,Very important,2
3272,v043209,Somewhat important,3
4250,v043209,Not too important,4
5189,v043209,Not at all important,5
6159,v043209,Don't know,8
7126,v043209,Refused,9
884,v043209,(No Data),.
1427,v043210,Should be allowed,1
2371,v043210,Should not be allowed,3
3273,v043210,Should not be allowed to marry but should be allowed,5
4251,v043210,Other (VOL) (SPECIFY),7
5190,v043210,Don't know,8
6160,v043210,Refused,9
1428,v043211,Increased,1
2372,v043211,Decreased,3
3274,v043211,Stayed about the same,5
4252,v043211,Don't know,8
5191,v043211,Refused,9
1429,v043212,Increased lot,1
2373,v043212,Increased a little,2
3275,v043212,Same (5 in S2),3
4253,v043212,Decreased a little,4
5192,v043212,Decreased a lot,5
6161,v043212,Don't know,8
7127,v043212,(No Data),.
1430,v043213,Better,1
2374,v043213,Worse,3
3276,v043213,The same,5
4254,v043213,Don't know,8
5193,v043213,Refused,9
1431,v043214,Much better,1
2375,v043214,Somewhat better,2
3277,v043214,Same (5 in S3),3
4255,v043214,Somewhat worse,4
5194,v043214,Much worse,5
6162,v043214,(No Data),.
1432,v043215,More secure,1
2376,v043215,Less secure,3
3278,v043215,No change,5
4256,v043215,Don't know,8
5195,v043215,Refused,9
1433,v043216,Much more secure,1
2377,v043216,Somewhat more secure,2
3279,v043216,Same (5 in S4),3
4257,v043216,Somewhat less secure,4
5196,v043216,Much less secure,5
6163,v043216,Don't know,8
7128,v043216,Refused,9
885,v043216,(No Data),.
1434,v043217,Better,1
2378,v043217,Worse,3
3280,v043217,Stayed about the same,5
4258,v043217,Don't know,8
5197,v043217,Refused,9
1435,v043218,Much better,1
2379,v043218,Somewhat better,2
3281,v043218,Same (5 in S5),3
4259,v043218,Somewhat worse,4
5198,v043218,Much worse,5
6164,v043218,(No Data),.
1436,v043219,Important,1
2380,v043219,Not important,5
3282,v043219,Don't know,8
4260,v043219,Refused,9
1437,v043220,R says religion not important (5 in W1),0
2381,v043220,Some,1
3283,v043220,Quite a bit,3
4261,v043220,A great deal,5
5199,v043220,Don't know,8
6165,v043220,(No Data),.
1438,v043221,Several times a day,1
2382,v043221,Once a day,2
3284,v043221,A few times a week,3
4262,v043221,Once a week or less,4
5200,v043221,Never,5
6166,v043221,Other (SPECIFY),7
7129,v043221,Don't know,8
886,v043221,Refused,9
1439,v043222,The Bible is the actual word of God and is to,1
2383,v043222,The Bible is the word of God but not everything in it,2
3285,v043222,The Bible is a book written by men and is not the,3
4263,v043222,Other (SPECIFY),7
5201,v043222,Don't know,8
6167,v043222,Refused,9
1440,v043223,Yes,1
2384,v043223,No,5
3286,v043223,Don't know,8
4264,v043223,Refused,9
1441,v043224,Every week,1
2385,v043224,Almost every week,2
3287,v043224,Once or twice a month,3
4265,v043224,A few times a year,4
5202,v043224,Never,5
6168,v043224,Don't know,8
7130,v043224,Refused,9
887,v043224,(No Data),.
1442,v043225,Once a week,1
2386,v043225,More often than once a week,2
3288,v043225,(No Data),.
1443,v043226,Yes,1
2387,v043226,No,5
3289,v043226,Don't know,8
4266,v043226,Refused,9
1444,v043227,Yes,1
2388,v043227,No,5
3290,v043227,(No Data),.
1445,v043228,Yes,1
2389,v043228,No,5
3291,v043228,(No Data),.
7310,v043249a,RF,8889
13100,v043249b,DK,88
1447,v043249b,RF,89
1446,v043251,Married,1
2390,v043251,Widowed,2
3292,v043251,Divorced,3
4267,v043251,Separated,4
5203,v043251,Never married,5
6169,v043251,"Partnered, not married {VOL}",6
7131,v043251,Don't know,8
1448,v043251x,Indicated married/partnered in both Y2 and HH listing,1
2391,v043251x,Indicated married/partnered in HH listing only,2
3293,v043251x,Indicated married or partnered in Y2 only,3
4268,v043251x,Not indicated as married/partnered in Y2 or HH listing,4
1449,v043252,0 grades,0
1710,v043252,or more grades,17
1810,v043252,Don't know,88
1450,v043253a,Yes,1
2392,v043253a,No,5
3294,v043253a,(No Data),.
1451,v043253b,No degree earned,0
2393,v043253b,Bachelor's degree,1
3295,v043253b,Master's degree,2
4269,v043253b,"PhD, LIT, SCD, DFA, DLIT, DPH, DPHIL, JSC, SJD",3
5204,v043253b,"LLB, JD",4
6170,v043253b,"MD, DDS, DVM, MVSA, DSC, DO",5
7132,v043253b,"JDC, STD, THD",6
888,v043253b,Associate degree (AA),7
970,v043253b,(No Data),.
1452,v043254,NA/DK number of grades;no HS diploma,0
2394,v043254,8 grades or less and no diploma or equivalency,1
3296,v043254,"9-11 grades, no further schooling",2
4270,v043254,High school diploma or equivalency test,3
5205,v043254,"More than 12 years of schooling, no higher degree",4
6171,v043254,Junior or community college level degrees,5
7133,v043254,"BA level degrees;17+ years, no advanced degree",6
889,v043254,"Advanced degree, including LLB",7
1453,v043255,0 grades,0
1454,v043255,or more grades,17
1512,v043255,Don't know,88
1610,v043255,(No Data),.
1455,v043256a,Yes,1
2395,v043256a,No,5
3297,v043256a,Don't know,8
4271,v043256a,Refused,9
5206,v043256a,(No Data),.
1456,v043256b,No degree earned,0
2396,v043256b,Bachelor's degree,1
3298,v043256b,Master's degree,2
4272,v043256b,"PhD, LIT, SCD, DFA, DLIT, DPH, DPHIL, JSC, SJD",3
5207,v043256b,"LLB, JD",4
6172,v043256b,"MD, DDS, DVM, MVSA, DSC, DO",5
7134,v043256b,"JDC, STD, THD",6
890,v043256b,Associate degree (AA),7
971,v043256b,Don't know,8
1034,v043256b,(No Data),.
1457,v043257,NA/DK number of grades;no HS diploma,0
2397,v043257,8 grades or less and no diploma or equivalency,1
3299,v043257,"9-11 grades, no further schooling",2
4273,v043257,High school diploma or equivalency test,3
5208,v043257,"More than 12 years of schooling, no higher degree",4
6173,v043257,Junior or community college level degrees,5
7135,v043257,"BA level degrees;17+ years, no advanced degree",6
892,v043257,"Advanced degree, including LLB",7
972,v043257,DK,8
1035,v043257,RF,9
11102,v043257,(No Data),.
1458,v043258,Yes,1
2398,v043258,No,5
